fr_id:START_ID	to_id:END_ID	fr_val:string	to_val:string	type:TYPE	val:int
19637	21565	a. carrillo	a	REF_TKN	1
2275	21565	a. carvalho	a	REF_TKN	1
3338	21565	a. castillejo	a	REF_TKN	1
4129	21565	a. choi	a	REF_TKN	1
15384	21565	a. chu	a	REF_TKN	1
17066	21565	a. cilardo	a	REF_TKN	1
13194	21565	a. civit balcells	a	REF_TKN	1
5647	21565	a. cleary	a	REF_TKN	1
20283	21565	a. collet billon	a	REF_TKN	1
2701	21565	a. corbalan	a	REF_TKN	1
4952	21565	a. cornish-bowden	a	REF_TKN	1
12888	21565	a. cucchiarelli	a	REF_TKN	1
15031	21565	a. d. hutcheon	a	REF_TKN	1
20005	21565	a. d. keedwell	a	REF_TKN	1
15988	21565	a. d. payne	a	REF_TKN	1
2940	21565	a. d. zakrevskij	a	REF_TKN	1
19036	21565	a. danjou	a	REF_TKN	1
20820	21565	a. dannecker	a	REF_TKN	1
8637	21565	a. de carvalho	a	REF_TKN	1
2196	21565	a. de daruvar	a	REF_TKN	1
18012	21565	a. de farias	a	REF_TKN	1
19031	21565	a. de la hera	a	REF_TKN	1
13129	21565	a. de montalvo	a	REF_TKN	1
15385	21565	a. dean	a	REF_TKN	1
7899	21565	a. dev	a	REF_TKN	1
11923	21565	a. dharchoudhury	a	REF_TKN	1
8296	21565	a. dhawan	a	REF_TKN	1
16657	21565	a. diaz-ilarraza	a	REF_TKN	1
2255	21565	a. dobnikar	a	REF_TKN	1
3782	21565	a. doucet	a	REF_TKN	1
3674	21565	a. e. b. lim	a	REF_TKN	1
14915	21565	a. e. eiben	a	REF_TKN	1
19894	21565	a. el marouani	a	REF_TKN	1
17211	21565	a. elhouni	a	REF_TKN	1
5958	21565	a. elleuch	a	REF_TKN	1
16232	21565	a. england	a	REF_TKN	1
10614	21565	a. ermakov	a	REF_TKN	1
4916	21565	a. espinosa-lujan	a	REF_TKN	1
1490	21565	a. evens jr.	a	REF_TKN	1
10961	21565	a. f. polupanov	a	REF_TKN	1
1909	21565	a. farina	a	REF_TKN	1
13069	21565	a. faye	a	REF_TKN	1
10786	21565	a. feldmann	a	REF_TKN	1
21225	21565	a. ferre-vilaplana	a	REF_TKN	1
5011	21565	a. filipovic	a	REF_TKN	1
4944	21565	a. finney	a	REF_TKN	1
12050	21565	a. formiconi	a	REF_TKN	1
2198	21565	a. franchini	a	REF_TKN	1
8575	21565	a. french	a	REF_TKN	1
20348	21565	a. friebe	a	REF_TKN	1
5611	21565	a. g. malamos	a	REF_TKN	1
19363	21565	a. g. s. ventre	a	REF_TKN	1
20004	21565	a. g. sittampalam	a	REF_TKN	1
18551	21565	a. garassino	a	REF_TKN	1
2988	21565	a. garcya	a	REF_TKN	1
8020	21565	a. gardel	a	REF_TKN	1
10791	21565	a. gerber	a	REF_TKN	1
17117	21565	a. gerstlauer	a	REF_TKN	1
4327	21565	a. ghaffari	a	REF_TKN	1
14761	21565	a. gianoli	a	REF_TKN	1
21215	21565	a. gill waters	a	REF_TKN	1
5019	21565	a. giret	a	REF_TKN	1
19825	21565	a. giro	a	REF_TKN	1
19693	21565	a. globerson	a	REF_TKN	1
21459	21565	a. glodjo	a	REF_TKN	1
2881	21565	a. goldman	a	REF_TKN	1
2879	21565	a. goldman vel lejbman	a	REF_TKN	1
17769	21565	a. golovin	a	REF_TKN	1
5937	21565	a. gonzalez	a	REF_TKN	1
18900	21565	a. greenbaum	a	REF_TKN	1
17109	21565	a. gunes koru	a	REF_TKN	1
10899	21565	a. h. g. rinnooy kan	a	REF_TKN	1
13135	21565	a. h. v. schapira	a	REF_TKN	1
11692	21565	a. hasebe	a	REF_TKN	1
21550	21565	a. herrera	a	REF_TKN	1
9385	21565	a. hess	a	REF_TKN	1
6653	21565	a. horanyi	a	REF_TKN	1
6652	21565	a. horvath	a	REF_TKN	1
19985	21565	a. hunot	a	REF_TKN	1
8297	21565	a. huntley	a	REF_TKN	1
17771	21565	a. hussain	a	REF_TKN	1
16768	21565	a. ifantis	a	REF_TKN	1
16244	21565	a. j. cole	a	REF_TKN	1
13679	21565	a. j. daga	a	REF_TKN	1
13972	21565	a. j. doupe	a	REF_TKN	1
10319	21565	a. j. field	a	REF_TKN	1
11478	21565	a. j. ko	a	REF_TKN	1
9905	21565	a. j. lacey	a	REF_TKN	1
14599	21565	a. j. piper	a	REF_TKN	1
12322	21565	a. j. rustako jr.	a	REF_TKN	1
18368	21565	a. j. rye	a	REF_TKN	1
9975	21565	a. j. stoddart	a	REF_TKN	1
6222	21565	a. j. wilkes	a	REF_TKN	1
14342	21565	a. jefferson offutt	a	REF_TKN	1
9131	21565	a. jemai	a	REF_TKN	1
18564	21565	a. jepson	a	REF_TKN	1
5946	21565	a. jimenez	a	REF_TKN	1
18203	21565	a. johnson	a	REF_TKN	1
10707	21565	a. jones	a	REF_TKN	1
20860	21565	a. k. ray	a	REF_TKN	1
16110	21565	a. k. turuk	a	REF_TKN	1
17484	21565	a. k. wong	a	REF_TKN	1
2761	21565	a. k. yeo	a	REF_TKN	1
9326	21565	a. kalinov	a	REF_TKN	1
16766	21565	a. kameas	a	REF_TKN	1
12711	21565	a. kamiya	a	REF_TKN	1
14873	21565	a. kanadjian	a	REF_TKN	1
10708	21565	a. kanhare	a	REF_TKN	1
7949	21565	a. kannan	a	REF_TKN	1
14435	21565	a. kashko	a	REF_TKN	1
13163	21565	a. kasprzyk	a	REF_TKN	1
7863	21565	a. katkov	a	REF_TKN	1
12136	21565	a. kelemen	a	REF_TKN	1
6333	21565	a. khetan	a	REF_TKN	1
3091	21565	a. khivesera	a	REF_TKN	1
14084	21565	a. knierriem-jasnoch	a	REF_TKN	1
15150	21565	a. kocatas	a	REF_TKN	1
11153	21565	a. kostin	a	REF_TKN	1
8479	21565	a. kumar	a	REF_TKN	1
2757	21565	a. l. ananda	a	REF_TKN	1
4628	21565	a. l. burress	a	REF_TKN	1
18982	21565	a. l. martinotto	a	REF_TKN	1
10652	21565	a. l. narasimha reddy	a	REF_TKN	1
11607	21565	a. l. ting	a	REF_TKN	1
702	21565	a. lapadula	a	REF_TKN	1
7242	21565	a. leandri	a	REF_TKN	1
15976	21565	a. lecharny	a	REF_TKN	1
10391	21565	a. lee	a	REF_TKN	1
5838	21565	a. leone	a	REF_TKN	1
11632	21565	a. lesniewski	a	REF_TKN	1
16683	21565	a. lim	a	REF_TKN	1
16183	21565	a. m. bagirov	a	REF_TKN	1
10318	21565	a. m. cheadle	a	REF_TKN	1
4816	21565	a. m. farney	a	REF_TKN	1
5723	21565	a. m. macnaghten	a	REF_TKN	1
1448	21565	a. m. s. rahma	a	REF_TKN	1
21194	21565	a. majumdar	a	REF_TKN	1
201	21565	a. makay	a	REF_TKN	1
7238	21565	a. malvoni	a	REF_TKN	1
3365	21565	a. matsiki	a	REF_TKN	1
11690	21565	a. matsuzaki	a	REF_TKN	1
18901	21565	a. mckenney	a	REF_TKN	1
158	21565	a. medina	a	REF_TKN	1
10365	21565	a. mellouk	a	REF_TKN	1
12199	21565	a. micsik	a	REF_TKN	1
6885	21565	a. miguel san martin	a	REF_TKN	1
16856	21565	a. mihal	a	REF_TKN	1
19482	21565	a. molano	a	REF_TKN	1
16865	21565	a. montanaro	a	REF_TKN	1
17422	21565	a. morozov	a	REF_TKN	1
5216	21565	a. movaghar	a	REF_TKN	1
13805	21565	a. muhammad	a	REF_TKN	1
15366	21565	a. muhlberger	a	REF_TKN	1
20352	21565	a. mukherjee	a	REF_TKN	1
4769	21565	a. murasugi	a	REF_TKN	1
8899	21565	a. n. kaptan	a	REF_TKN	1
13115	21565	a. n. kolchanova	a	REF_TKN	1
17777	21565	a. naim	a	REF_TKN	1
5176	21565	a. narayanan	a	REF_TKN	1
10709	21565	a. nayak	a	REF_TKN	1
4322	21565	a. newman	a	REF_TKN	1
8905	21565	a. nicolaou	a	REF_TKN	1
4949	21565	a. p. arkin	a	REF_TKN	1
6089	21565	a. p. kakaroudas	a	REF_TKN	1
16	21565	a. p. loh	a	REF_TKN	1
11637	21565	a. p. o. s. vermeeren	a	REF_TKN	1
6035	21565	a. p. wim bohm	a	REF_TKN	1
15608	21565	a. p. zwart	a	REF_TKN	1
5667	21565	a. pacan	a	REF_TKN	1
17709	21565	a. papageorgiou	a	REF_TKN	1
6696	21565	a. parker	a	REF_TKN	1
8511	21565	a. parrain	a	REF_TKN	1
935	21565	a. patricia dominguez sanchez	a	REF_TKN	1
6844	21565	a. pednekar	a	REF_TKN	1
12328	21565	a. perez	a	REF_TKN	1
20739	21565	a. perez-uribe	a	REF_TKN	1
14642	21565	a. pistorello	a	REF_TKN	1
2934	21565	a. polymeris	a	REF_TKN	1
9112	21565	a. poon	a	REF_TKN	1
16720	21565	a. prabhu	a	REF_TKN	1
8258	21565	a. prasad sistla	a	REF_TKN	1
9862	21565	a. r. calderbank	a	REF_TKN	1
18745	21565	a. r. hurson	a	REF_TKN	1
16985	21565	a. r. wang	a	REF_TKN	1
17780	21565	a. rachedi	a	REF_TKN	1
2935	21565	a. ricardo contreras	a	REF_TKN	1
20094	21565	a. riccio	a	REF_TKN	1
16861	21565	a. richard newton	a	REF_TKN	1
13743	21565	a. rienacker	a	REF_TKN	1
13060	21565	a. rolla	a	REF_TKN	1
13576	21565	a. romero gallego	a	REF_TKN	1
7258	21565	a. rovelli	a	REF_TKN	1
13171	21565	a. rust	a	REF_TKN	1
15102	21565	a. s. krishnakumar	a	REF_TKN	1
19625	21565	a. s. llado	a	REF_TKN	1
13475	21565	a. s. partridge	a	REF_TKN	1
12543	21565	a. sabharwal	a	REF_TKN	1
7234	21565	a. salsano	a	REF_TKN	1
9990	21565	a. saminathan	a	REF_TKN	1
19759	21565	a. santosa	a	REF_TKN	1
6016	21565	a. sarkar	a	REF_TKN	1
12815	21565	a. satoh	a	REF_TKN	1
18433	21565	a. schneider	a	REF_TKN	1
19373	21565	a. selcuk guceglioglu	a	REF_TKN	1
10596	21565	a. seropian	a	REF_TKN	1
5219	21565	a. shali	a	REF_TKN	1
1466	21565	a. sharaf eldin	a	REF_TKN	1
4633	21565	a. singh	a	REF_TKN	1
17782	21565	a. sitnov	a	REF_TKN	1
4325	21565	a. soilha	a	REF_TKN	1
8884	21565	a. spiezio	a	REF_TKN	1
13177	21565	a. stabenau	a	REF_TKN	1
6780	21565	a. steven pollitt	a	REF_TKN	1
17784	21565	a. suarez-uruena	a	REF_TKN	1
21378	21565	a. t. bouloutas	a	REF_TKN	1
15302	21565	a. t. h. lenstra	a	REF_TKN	1
14962	21565	a. t. kooiker	a	REF_TKN	1
9881	21565	a. t. phillips	a	REF_TKN	1
3588	21565	a. t. tran	a	REF_TKN	1
12914	21565	a. t. wood-harper	a	REF_TKN	1
20381	21565	a. tawfik	a	REF_TKN	1
13696	21565	a. th. schreiber	a	REF_TKN	1
13546	21565	a. tirado-ramos	a	REF_TKN	1
13354	21565	a. toet	a	REF_TKN	1
12469	21565	a. uremovic	a	REF_TKN	1
13180	21565	a. ureta-vidal	a	REF_TKN	1
17999	21565	a. v. patel	a	REF_TKN	1
2727	21565	a. v. s. sastry	a	REF_TKN	1
20200	21565	a. van der schaaf	a	REF_TKN	1
9950	21565	a. van der toorn	a	REF_TKN	1
9954	21565	a. van susteren	a	REF_TKN	1
11001	21565	a. verstak	a	REF_TKN	1
13554	21565	a. villagra	a	REF_TKN	1
15831	21565	a. virazel	a	REF_TKN	1
14067	21565	a. w. k. loh	a	REF_TKN	1
5679	21565	a. w. roscoe	a	REF_TKN	1
503	21565	a. w. simonetti	a	REF_TKN	1
2956	21565	a. wagner	a	REF_TKN	1
6817	21565	a. wakatani	a	REF_TKN	1
12108	21565	a. warren pratten	a	REF_TKN	1
19777	21565	a. yamaguchi	a	REF_TKN	1
5631	21565	a. yannopoulos	a	REF_TKN	1
712	21565	a. zawlocki	a	REF_TKN	1
13957	21565	a. zee	a	REF_TKN	1
19210	21565	a. zelikovsky	a	REF_TKN	1
15427	21565	a. zimolong	a	REF_TKN	1
17799	21565	abdalla a. abdel-ghaly	a	REF_TKN	2
17798	21565	abdallah a. abdel-ghaly	a	REF_TKN	2
16934	21565	abdul a. malik	a	REF_TKN	2
11670	21565	adam a. porter	a	REF_TKN	2
12318	21565	adel a. m. saleh	a	REF_TKN	2
8620	21565	adriano a. f. m. carneiro	a	REF_TKN	2
7210	21565	ahmed a. belal	a	REF_TKN	2
9013	21565	alex a. freitas	a	REF_TKN	2
17315	21565	alex a. shvartsman	a	REF_TKN	2
9779	21565	alex a. verrijn-stuart	a	REF_TKN	2
15176	21565	alexander a. golbraikh	a	REF_TKN	2
18466	21565	alexander a. morgan	a	REF_TKN	2
11216	21565	alexander a. razborov	a	REF_TKN	2
21187	21565	alexander a. sawchuck	a	REF_TKN	2
21177	21565	alexander a. sawchuk	a	REF_TKN	2
16394	21565	alexander a. shvartsman	a	REF_TKN	2
5485	21565	alexis a. donnelly	a	REF_TKN	2
20356	21565	alvaro a. a. fernandes	a	REF_TKN	2
20356	21565	alvaro a. a. fernandes	a	REF_TKN	3
8775	21565	andrei a. krokhin	a	REF_TKN	2
5088	21565	andrew a. chien	a	REF_TKN	2
21211	21565	andrew a. goldenberg	a	REF_TKN	2
10105	21565	andrew a. kennings	a	REF_TKN	2
8281	21565	anestis a. toptsis	a	REF_TKN	2
14732	21565	antonio a. f. oliveira	a	REF_TKN	2
8487	21565	arthur a. mirin	a	REF_TKN	2
8319	21565	ashfaq a. khokhar	a	REF_TKN	2
18977	21565	barry a. allen	a	REF_TKN	2
7900	21565	ben j. a krose	a	REF_TKN	3
7876	21565	ben j. a. krose	a	REF_TKN	3
21203	21565	beth a. sproule	a	REF_TKN	2
11469	21565	betsy a. zimmerman	a	REF_TKN	2
17833	21565	bruce a. hoenig	a	REF_TKN	2
10834	21565	bruce a. philp	a	REF_TKN	2
2971	21565	bruce a. reed	a	REF_TKN	2
1121	21565	bruce a. reinig	a	REF_TKN	2
11878	21565	bruce a. shapiro	a	REF_TKN	2
2892	21565	c. a. alonso sanches	a	REF_TKN	2
3969	21565	c. a. berenstein	a	REF_TKN	2
3912	21565	c. a. ewald	a	REF_TKN	2
9517	21565	c. a. glasbey	a	REF_TKN	2
20241	21565	c. a. higgins	a	REF_TKN	2
5676	21565	c. a. r. hoare	a	REF_TKN	2
9136	21565	c. a. valderrama	a	REF_TKN	2
15190	21565	carlos a. pinto-ferreira	a	REF_TKN	2
18687	21565	carlos a. severiano jr.	a	REF_TKN	2
2098	21565	carol a. hert	a	REF_TKN	2
2576	21565	carole a. goble	a	REF_TKN	2
1281	21565	catherine a. schevon	a	REF_TKN	2
8970	21565	celso a. a. kaestner	a	REF_TKN	2
8970	21565	celso a. a. kaestner	a	REF_TKN	3
18987	21565	cesar a. f. de rose	a	REF_TKN	2
7440	21565	cesar a. galindo-legaria	a	REF_TKN	2
1387	21565	chandramohan a. thekkath	a	REF_TKN	2
2772	21565	charles a. wood	a	REF_TKN	2
5855	21565	charles l. a. clarke	a	REF_TKN	3
4908	21565	chris a. fields	a	REF_TKN	2
9515	21565	chris a. glasbey	a	REF_TKN	2
7102	21565	chris a. helliwell	a	REF_TKN	2
18010	21565	chris a. vissers	a	REF_TKN	2
19549	21565	christian j. a. teitink	a	REF_TKN	3
2074	21565	christine a. montgomery	a	REF_TKN	2
12762	21565	christopher a. higgins	a	REF_TKN	2
21328	21565	christopher a. welty	a	REF_TKN	2
2193	21565	christos a. ouzounis	a	REF_TKN	2
17937	21565	claudia a. m. wheeler-kingshott	a	REF_TKN	2
6699	21565	claudia a. perry	a	REF_TKN	2
21204	21565	claudio a. naranjo	a	REF_TKN	2
8622	21565	claudio a. policastro	a	REF_TKN	2
9994	21565	clement a. baker-finch	a	REF_TKN	2
11005	21565	clifford a. shaffer	a	REF_TKN	2
10506	21565	corey j. a. bradshaw	a	REF_TKN	3
13299	21565	cornelius w. a. m. van overveld	a	REF_TKN	3
9090	21565	craig a. adams	a	REF_TKN	2
959	21565	craig a. knoblock	a	REF_TKN	2
21164	21565	craig a. lee	a	REF_TKN	2
5001	21565	craig a. tovey	a	REF_TKN	2
153	21565	curtis a. barefoot	a	REF_TKN	2
14437	21565	d. a. castelow	a	REF_TKN	2
9081	21565	d. a. edwards	a	REF_TKN	2
13533	21565	d. a. gillies	a	REF_TKN	2
9428	21565	d. a. grove	a	REF_TKN	2
18170	21565	d. a. hinkle	a	REF_TKN	2
17113	21565	d. a. karras	a	REF_TKN	2
9074	21565	d. a. train	a	REF_TKN	2
18387	21565	d. a. winkler	a	REF_TKN	2
6183	21565	dan a. ralescu	a	REF_TKN	2
19920	21565	daniel a. keim	a	REF_TKN	2
12451	21565	daniel a. menasce	a	REF_TKN	2
13265	21565	daniel a. nagy	a	REF_TKN	2
2102	21565	daniel a. peak	a	REF_TKN	2
10287	21565	daniel a. pitt	a	REF_TKN	2
2504	21565	david a. bell	a	REF_TKN	2
15914	21565	david a. carlson	a	REF_TKN	2
8765	21565	david a. carrington	a	REF_TKN	2
12781	21565	david a. castanon	a	REF_TKN	2
8771	21565	david a. cohen	a	REF_TKN	2
7767	21565	david a. duce	a	REF_TKN	2
9068	21565	david a. edwards	a	REF_TKN	2
4006	21565	david a. forsyth	a	REF_TKN	2
4695	21565	david a. nichols	a	REF_TKN	2
4217	21565	david a. padua	a	REF_TKN	2
14517	21565	david a. patterson	a	REF_TKN	2
12418	21565	david a. rennels	a	REF_TKN	2
399	21565	david a. santek	a	REF_TKN	2
4568	21565	david a. simon	a	REF_TKN	2
10501	21565	david a. swayne	a	REF_TKN	2
20912	21565	david a. wood	a	REF_TKN	2
300	21565	deborah a. boehm-davis	a	REF_TKN	2
5072	21565	denis a. nicole	a	REF_TKN	2
18970	21565	desmond a. jordan	a	REF_TKN	2
18003	21565	dick a. c. quartel	a	REF_TKN	2
17111	21565	dimitris a. karras	a	REF_TKN	2
20173	21565	djamel a. zighed	a	REF_TKN	2
11323	21565	dmitry a. afonnikov	a	REF_TKN	2
13094	21565	dmitry a. grigorovich	a	REF_TKN	2
20330	21565	donald a. adjeroh	a	REF_TKN	2
2218	21565	donald a. norman	a	REF_TKN	2
9037	21565	e. a. de kock	a	REF_TKN	2
11017	21565	e. a. edirisinghe	a	REF_TKN	2
4819	21565	e. a. hershey	a	REF_TKN	2
13100	21565	e. a. likhachev	a	REF_TKN	2
14190	21565	e. a. schon	a	REF_TKN	2
17886	21565	edmund m. a. ronald	a	REF_TKN	3
509	21565	eduard p. p. a. derks	a	REF_TKN	4
20773	21565	edward a. bender	a	REF_TKN	2
20117	21565	edward a. fox	a	REF_TKN	2
16902	21565	edward a. lee	a	REF_TKN	2
6717	21565	edward a. stohr	a	REF_TKN	2
16021	21565	edward a. wakeman	a	REF_TKN	2
13084	21565	elena a. ananko	a	REF_TKN	2
12931	21565	elizabeth a. hinkelman	a	REF_TKN	2
3078	21565	elizabeth a. m. shriver	a	REF_TKN	2
15449	21565	elizabeth a. scott	a	REF_TKN	2
7690	21565	elke a. rundensteiner	a	REF_TKN	2
20198	21565	emile a. hendriks	a	REF_TKN	2
5625	21565	emmanouel a. varvarigos	a	REF_TKN	2
3106	21565	eralp a. akkoyunlu	a	REF_TKN	2
3739	21565	eric a. bier	a	REF_TKN	2
10061	21565	eric a. brewer	a	REF_TKN	2
2225	21565	eric a. ribble	a	REF_TKN	2
2297	21565	eric a. vittoz	a	REF_TKN	2
3784	21565	eric a. wan	a	REF_TKN	2
16052	21565	evangelos a. yfantis	a	REF_TKN	2
18247	21565	ezequiel a. di paolo	a	REF_TKN	2
9563	21565	f. a. kokkoras	a	REF_TKN	2
13085	21565	f. a. kolpakov	a	REF_TKN	2
18986	21565	fabio a. d. de oliveira	a	REF_TKN	2
10097	21565	fadi a. aloul	a	REF_TKN	2
1036	21565	ferenc a. jolesz	a	REF_TKN	2
17931	21565	fernando a. kuipers	a	REF_TKN	2
14542	21565	fernando a. mikic	a	REF_TKN	2
18156	21565	fethi a. rabhi	a	REF_TKN	2
20959	21565	frank a. ortega	a	REF_TKN	2
18936	21565	frank a. smadja	a	REF_TKN	2
2878	21565	frank k. h. a. dehne	a	REF_TKN	4
65	21565	frans c. a. groen	a	REF_TKN	3
4931	21565	g. a. seluja	a	REF_TKN	2
18149	21565	g. a. wilson	a	REF_TKN	2
4711	21565	garth a. gibson	a	REF_TKN	2
1921	21565	gary a. bundell	a	REF_TKN	2
7489	21565	geoff a. w. west	a	REF_TKN	2
2397	21565	george a. constantinides	a	REF_TKN	2
2425	21565	george a. constantinidis	a	REF_TKN	2
15020	21565	george m. de a. lima	a	REF_TKN	4
8580	21565	georgios a. dafoulas	a	REF_TKN	2
3875	21565	gerard a. p. kindervater	a	REF_TKN	2
14296	21565	gernot a. fink	a	REF_TKN	2
12683	21565	gilberto a. cysneiros	a	REF_TKN	2
12682	21565	gilberto a. cysneiros filho	a	REF_TKN	2
18148	21565	gordon a. manson	a	REF_TKN	2
16351	21565	graem a. ringwood	a	REF_TKN	2
6018	21565	graham a. julien	a	REF_TKN	2
5306	21565	graham a. jullien	a	REF_TKN	2
2543	21565	guilherme a. s. pereira	a	REF_TKN	2
5782	21565	guilherme de a. barreto	a	REF_TKN	3
7829	21565	guillermo a. alvarez	a	REF_TKN	2
2548	21565	gustavo a. pinheiro	a	REF_TKN	2
8616	21565	gustavo e. a. p. a. batista	a	REF_TKN	3
8616	21565	gustavo e. a. p. a. batista	a	REF_TKN	5
14958	21565	h. a. de jong	a	REF_TKN	2
9861	21565	h. a. wilbrink	a	REF_TKN	2
20301	21565	haroon a. babri	a	REF_TKN	2
9424	21565	heath a. james	a	REF_TKN	2
10159	21565	hector a. leiva	a	REF_TKN	2
9835	21565	henk a. e. spaanenburg	a	REF_TKN	2
9465	21565	henry a. kautz	a	REF_TKN	2
17630	21565	hermann a. maurer	a	REF_TKN	2
9435	21565	heth a. james	a	REF_TKN	2
20492	21565	hossam a. elgindy	a	REF_TKN	2
10626	21565	hubert a. b. te braake	a	REF_TKN	2
1159	21565	ian a. mason	a	REF_TKN	2
19043	21565	igor a. bolshakov	a	REF_TKN	2
11550	21565	innes a. ferguson	a	REF_TKN	2
6845	21565	ioannis a. kakadiaris	a	REF_TKN	2
8587	21565	ioannis a. kotsiopoulos	a	REF_TKN	2
2561	21565	isaac a. parra ramirez	a	REF_TKN	2
5757	21565	j. a. abbott	a	REF_TKN	2
3295	21565	j. a. barnden	a	REF_TKN	2
7538	21565	j. a. camara	a	REF_TKN	2
5348	21565	j. a. campbell	a	REF_TKN	2
14188	21565	j. a. cooper	a	REF_TKN	2
20297	21565	j. a. davis	a	REF_TKN	2
515	21565	j. a. hageman	a	REF_TKN	2
15860	21565	j. a. hernandez	a	REF_TKN	2
15009	21565	j. a. kirkham	a	REF_TKN	2
10333	21565	j. a. levin	a	REF_TKN	2
9436	21565	j. a. mathew	a	REF_TKN	2
20011	21565	j. a. miles	a	REF_TKN	2
19826	21565	j. a. padro	a	REF_TKN	2
3255	21565	j. a. r. p. sardinha	a	REF_TKN	2
19982	21565	j. a. redmond	a	REF_TKN	2
8788	21565	j. a. rohr	a	REF_TKN	2
21179	21565	j. a. sylvester	a	REF_TKN	2
19631	21565	j. luis a. yebra	a	REF_TKN	3
7456	21565	jack a. orenstein	a	REF_TKN	2
9685	21565	jacky a. swan	a	REF_TKN	2
4635	21565	jacob a. abraham	a	REF_TKN	2
13155	21565	james a. cuff	a	REF_TKN	2
4554	21565	james a. fill	a	REF_TKN	2
325	21565	james a. foster	a	REF_TKN	2
976	21565	james a. hendler	a	REF_TKN	2
11675	21565	james a. jones	a	REF_TKN	2
1638	21565	james a. macdonald	a	REF_TKN	2
10332	21565	james a. moore	a	REF_TKN	2
8523	21565	james a. patterson	a	REF_TKN	2
16812	21565	james a. rowson	a	REF_TKN	2
1586	21565	james a. schnepf	a	REF_TKN	2
8498	21565	james a. sena	a	REF_TKN	2
5637	21565	james a. storer	a	REF_TKN	2
10494	21565	james a. whittaker	a	REF_TKN	2
20196	21565	jan c. a. van der lubbe	a	REF_TKN	3
6464	21565	janis a. bubenko jr.	a	REF_TKN	2
16044	21565	javier a. arroyo-figueroa	a	REF_TKN	2
2009	21565	jeffrey a. cadeddu	a	REF_TKN	2
12083	21565	jerome a. rolia	a	REF_TKN	2
16786	21565	jesus a. carrasco-ochoa	a	REF_TKN	2
14015	21565	jesus a. de loera	a	REF_TKN	2
18009	21565	joao paulo a. almeida	a	REF_TKN	3
3274	21565	joel a. shapiro	a	REF_TKN	2
2556	21565	johan a. k. suykens	a	REF_TKN	2
12949	21565	johannes a. g. m. koomen	a	REF_TKN	2
3284	21565	john a. barnden	a	REF_TKN	2
5328	21565	john a. campbell	a	REF_TKN	2
18101	21565	john a. carroll	a	REF_TKN	2
10650	21565	john a. chandy	a	REF_TKN	2
14295	21565	john a. fulcher	a	REF_TKN	2
4014	21565	john a. haddon	a	REF_TKN	2
7725	21565	john a. hertz	a	REF_TKN	2
20488	21565	john a. hughes	a	REF_TKN	2
8416	21565	john a. keane	a	REF_TKN	2
14422	21565	john a. marchant	a	REF_TKN	2
7473	21565	john a. maurer	a	REF_TKN	2
9999	21565	john a. mcdermid	a	REF_TKN	2
20114	21565	john a. n. lee	a	REF_TKN	2
14323	21565	john a. rushing	a	REF_TKN	2
19352	21565	john a. self	a	REF_TKN	2
21182	21565	john a. silvester	a	REF_TKN	2
15738	21565	john a. stankovic	a	REF_TKN	2
7029	21565	john a. thodiyil	a	REF_TKN	2
5622	21565	john a. trotter	a	REF_TKN	2
4869	21565	john a. vlontzos	a	REF_TKN	2
7806	21565	jon a. elorriaga	a	REF_TKN	2
9447	21565	jon a. turner	a	REF_TKN	2
1513	21565	jon a. webb	a	REF_TKN	2
