author_id_1	author_id_2	author_name_1	author_name_2
1190	6073	diana keen	diana franklin
1650	6273	dimitrios kagaris	dimitri kagaris
80	5557	dimitris a. karras	dimitrios a. karras
347	5678	dimitris i. rigas	dimitrios i. rigas
2495	6673	dimitris makrakis	dimitrios makrakis
5026	7674	dinh dien	dien dinh
1956	6430	dionysios kehagias	dionisis kehagias
1467	6190	dirk christian mattfeld	dirk c. mattfeld
1346	6142	djamel a. zighed	djamel abdelkader zighed
1962	6434	dmitry lizorkin	d. a. lizorkin
2550	6698	dumitru dumitrescu	d. dumitrescu
301	5657	dz-ching ju	roy ju
3456	7086	e. p. robinson	edmund robinson
1578	6236	ealan henis	ealan a. henis
4730	7588	ebrahim avazkonandeh gharavol	ebrahim a. gharavol
3921	7276	ed c. m. noyons	e. c. m. noyons
1096	6031	edeltraud egger	edeltraud hanappi-egger
1337	6137	edgar weippl	edgar r. weippl
2199	6546	edmond cyril prakash	edmond c. prakash
3878	7262	edson norberto caceres	edson caceres
1550	6223	eduard constantin dragut	eduard c. dragut
2569	6708	eduardo casilari-perez	eduardo casilari
661	5815	edwige pissaloux	edwige e. pissaloux
3130	6971	elder m. macambira	elder magalhaes macambira
1652	6275	eleni mangina phelan	eleni e. mangina
1274	6109	elise lavoue	elise garrot
4337	7444	elizabeth sklar rozier	elizabeth sklar
1420	6167	ellen walker	ellen lowenfeld walker
3569	7129	emad a. m. andrews	emad a. m. andrews shenouda
5256	7722	emile j. c. kelkboom	emile kelkboom
1386	6157	emilio pasquale mancini	emilio mancini
5049	5049	eric debreuve	eric debreuve
816	5893	eric mercer	eric g. mercer
4628	7557	eric verbeek	h. m. w. (eric) verbeek
868	5915	eric wing ming wong	eric w. m. wong
4958	7651	erich teppan	erich christian teppan
782	5877	erik proper	henderik alex proper
5025	7673	ernest w. tollner	ernest william tollner
462	5733	ernst biersack	ernst w. biersack
2610	6723	eryk kylikowski	eryk kulikowski
106	5568	eugene lavretsky	e. lavretsky
759	5863	eugene w. myers	gene myers
64	5550	eugenia ternovska	eugenia ternovskaia
2183	6537	eva giani	eva altenbernd-giani
209	5610	fabio moreira costa	fabio m. costa
1369	6152	faith ellen	faith ellen fich
689	5831	felix c. gartner	felix c. freiling
2637	6739	felix ingrand	francois felix ingrand
3259	7016	feng tao	barry tao
1154	6053	fernando castor	fernando castor filho
1426	6172	florentino fernandez riverola	florentino fdez-riverola
1145	6048	francis yuk-lun chin	francis y. l. chin
176	5593	francisco c. r. reverbel	francisco reverbel
1148	6050	francisco j. cantu	francisco j. cantu ortiz
435	5724	francisco javier luque	f. javier luque
3782	7223	francisco ortin	francisco ortin soler
3230	7002	frank d. valencia	frank valencia
5145	7698	frank h. leung	frank hung-fat leung
1396	6162	frank k. hwang	frank kwang-ming hwang
2047	6468	frank yeong-chyang shih	frank y. shih
5338	5338	frederic tronel	frederic tronel
2160	6526	fredrick h. rothganger	fred rothganger
1990	6445	g. bard ermentrout	bard ermentrout
2711	6767	g. mcc. haworth	guy haworth
4634	7560	g. q. (kouchi) zhang	g. q. zhang
2057	6474	g. w. hill	geoffrey w. hill
44	5542	gabriel jimenez-moreno	gabriel jimenez
1452	6184	gabriel lopez millan	gabriel lopez
194	5602	gary geunbae lee	geunbae lee
1599	6250	gary grewal	gary william grewal
412	5709	gaurav s. sukhatme	gaurav sukhatme
451	5728	gene eu jan	ching yuh jan
2084	6487	geoff hamilton	geoff w. hamilton
2309	6591	geoff whittle	geoffrey p. whittle
128	5577	geoffrey fox	geoffrey charles fox
4690	7573	georg tauboeck	georg taubock
1003	5985	george almasi	george s. almasi
5264	7723	george teodoro	george luiz medeiros teodoro
2506	6678	georgios fesakis	george fesakis
5141	7696	gerald schuller	g. d. t. schuller
1344	6140	ghaya rekaya-ben othman	ghaya rekaya
481	5742	gianni di caro	gianni a. di caro
5149	7699	gilles roux	gilbert roux
3074	6941	gilson antonio giraldi	gilson a. giraldi
1102	6034	gisela schafer	gisela schafer-richter
415	5710	giulio jacucci	giulio iacucci
5360	7736	goiuria sagardui mendieta	goiuria sagardui
4519	7513	gordon c. bell	gordon bell
968	5966	gozde bozdagi	gozde bozdagi akar
5000	7665	grazyna maria slusarczyk	grazyna slusarczyk
722	5848	greg g. slabaugh	gregory g. slabaugh
5302	7726	gregor gartner	gregor gaertner
3192	3192	gregory mounie	gregory mounie
1130	6043	guillermo barrenetxea	guillermo barrenechea
2425	6636	guillermo licea	guillermo licea sandoval
407	5708	guillermo palacios	guillermo palacios navarro
570	5779	gunther lackner	guenther lackner
4758	7597	guoqiang peter zhang	g. peter zhang
177	5594	h. f. ting	hing-fung ting
5205	7710	hagit zabrodsky	hagit hel-or
5226	7715	haizhon li	frank haizhon li
485	5743	hak-keung lam	h. k. lam
516	5757	hamid mahmoodi-meimand	hamid mahmoodi
4315	7432	hans akkermans	j. m. akkermans
1235	6094	hans vo?	hans voss
4379	7463	harald rue?	harald ruess
1206	6078	harry shum	heung-yeung shum
3783	3783	hasan cam	hasan cam
1627	6265	hector zenil chavez	hector zenil
993	5979	hedvig kjellstrom	hedvig sidenbladh
3286	7026	heike winschiers	heike winschiers-theophilus
1146	6049	heinrich hu?mann	heinrich hussmann
256	5633	heitor s. lopes	heitor silverio lopes
4423	7481	helena sofia pinto	helena sofia andrade n. p. pinto
1540	6216	herbert su?e	herbert suesse
2085	2085	herve delingette	herve delingette
3029	6922	hesham s. ali	hesham shokry
2053	6473	hildeberto mendonca	hildeberto mendonca filho
4596	7540	hiroaki saitoh	hiroaki saito
584	5785	hoh in	hoh peter in
669	5821	hong-kwang jeff kuo	hong-kwang kuo
206	5607	hossein asadi	ghazanfar asadi
4968	7654	hossein sharif	hossein sharif-paghaleh
3269	7019	howard l. morgan	howard lee morgan
2071	6482	hussein zedan	hussein s. m. zedan
554	5772	hyouk ryeol choi	hyoukryeol choi
2913	6870	i. emre telatar	emre telatar
154	5586	ian h. jermyn	ian jermyn
4270	7421	ido iurgel	ido aharon iurgel
3043	6930	ingolf kruger	ingolf h. kruger
2001	6448	ioannis pavlidis	ioannis t. pavlidis
4551	7523	ira kemelmacher	ira kemelmacher-shlizerman
2245	6565	irene y. h. gu	yu-hua gu
911	5938	irina marakova	irina marakova-begoc
4271	7422	iris gaber-rosenblum	iris gaber
4916	7637	isabella schoeman	isabella lona schoeman
2558	6703	isabelle comyn-wattiau	isabelle comyn
2353	6608	ismail h. toroslu	ismail hakki toroslu
2312	6592	issam w. damaj	issam damaj
1991	1991	ivan herman	ivan herman
802	5885	j. b. t. m. roerdink	jos b. t. m. roerdink
508	5750	j. b. theocharis	ioannis b. theocharis
826	5898	j. doug tygar	j. d. tygar
2644	6741	j. j. ibarrola	julio ibarrola
2406	6627	jacky hartnett	jacqueline hartnett
4325	7438	jacques h. trienekens	j. h. trienekens
421	5714	jaelson castro	jaelson brelaz de castro
1582	6240	jaime delgado	jaime delgado merce
947	5955	jaime lloret	jaime lloret mauri
178	5595	james j. horning	jim horning
367	5688	james joshi	james b. d. joshi
2417	6633	james laird	jim laird
2113	6503	james w. tschanz	james tschanz
5396	7741	jana z. sukkarieh	jana zuheir sukkarieh
1766	6334	janis barzdin	janis barzdins
1892	6391	janny leung	janny may-yee leung
3231	7003	janos makowsky	johann a. makowsky
5457	7745	jasminka matevska	jasminka matevska-meyer
2081	6485	javier bravo	javier bravo agapito
4039	7324	javier garcia blas	francisco javier garcia blas
994	5980	javier lorenzo-navarro	javier lorenzo
1365	6150	jay mcclelland	james l. mcclelland
2745	6781	jayram s. thathachar	t. s. jayram
2096	6492	jean goubault-larrecq	jean goubault
42	5540	jeff draper	jeffrey t. draper
2628	6733	jeff higginson	jeffrey l. higginson
1069	6016	jeffrey xu yu	xu yu
4645	7562	jen-hsin huang	dennis j.-h. huang
1653	6276	jens christian huhn	jens c. huhn
4721	7586	jeronimo aznar	jeronimo aznar-bellver
5185	7707	jerry kah eng hoe	kah eng hoe
1570	6231	jesper hojvang jensen	jesper jensen
4416	7479	jessica l. moszkowicz	jessica moszkowicz
2373	6616	jesus peral cortes	jesus peral
3109	6958	jewel ward	jewel h. ward
3701	3701	jim torresen	jim torresen
2365	6613	jimmy huang	xiangji huang
586	5786	jing-yu yang	jingyu yang
101	5567	jiqiang lu	jiqiang lv
2860	6838	jiri wiedermann	juraj wiedermann
4056	7328	joan mas	joan mas romeu
4147	7369	joan vila i carbo	joan vila-carbo
2070	6481	joaquin perez	joaquin perez ortega
4906	7635	joerg beringer	jorg beringer
3265	7018	joerg zumbach	jorg zumbach
608	5795	johan c. wortmann	hans wortmann
723	5849	johan lukkien	johan j. lukkien
296	5654	john c. t. hallam	john hallam
1157	6055	john e. beasley	j. e. beasley
2835	6829	john e. psarras	ioannis psarras
2228	6557	john k. reid	j. k. reid
378	5692	john t. wen	john ting-yung wen
1077	6018	jon barwise	k. jon barwise
776	5874	jonathan furner-hines	jonathan furner
371	5689	jong in lim	jongin lim
1097	6032	jorg muller	hans jorg muller
2668	6751	jorge esteban hernandez hormazabal	jorge e. hernandez
961	961	jorgen p. bansler	jorgen p. bansler
1191	6074	jose a. olivas	jose angel olivas
3788	7226	jose andres armario	j. a. armario
3097	6951	jose andres moreno-perez	jose a. moreno-perez
439	5725	jose antonio gutierrez de mesa	jose antonio gutierrez
1813	1813	jose flich	jose flich
3704	7188	jose joaquin garcia-luna-aceves	j. j. garcia-luna-aceves
531	5765	jose l. risco-martin	jose luis risco-martin
2522	6686	jose luis ayala	jose l. ayala
4089	7340	jose luis borbinha	jose luis brinquete borbinha
1988	6443	jose luis sierra	jose luis sierra-rodriguez
3687	7177	jose m. sanchiz	jose miguel sanchiz marti
4306	7430	jose manuel de la rosa	jose manuel de la rosa utrera
4629	7558	jose maria cavero barca	jose maria cavero
1435	6179	jose oscar fajardo	jose o. fajardo
674	5825	jose palazzo m. de oliveira	jose palazzo moreira de oliveira
3022	6918	jose ramon quevedo perez	jose ramon quevedo
2230	2230	jose ramon rios viqueira	jose ramon rios viqueira
5416	5416	jose soria	jose soria
487	487	jose torres-jimenez	jose torres-jimenez
4446	7491	joseph bukchin	yossi bukchin
738	5857	joseph douglas horton	joseph d. horton
2786	6804	joyce y. chai	joyce yue chai
3526	7113	juan carlos dursteler	juan c. dursteler
594	5789	juan m. estevez-tapiador	juan e. tapiador
1272	6107	juan manuel gonzalez nieto	juanma gonzalez nieto
3137	6973	juan otero pombo	juan otero
761	5864	juanzi li	juan-zi li
1004	5986	julia mosin	julia rubin
1586	6243	julian f. miller	julian francis miller
4484	7498	julian fierrez	julian fierrez-aguilar
1007	5988	juliana fernandes camapum	juliana f. camapum wanderley
636	636	junichi hoshino	junichi hoshino
2849	6834	jurgen gall	juergen gall
448	5727	k. p. k. nair	kunhiraman nair
2125	6507	kanagasabai rajaraman	rajaraman kanagasabai
2207	6547	karen h. l. tso-sutter	karen h. l. tso
1167	6057	karin murthy	karin kailing
3452	7084	karl-erwin grosspietsch	karl-erwin gro?pietsch
1425	6171	katarzyna keahey	kate keahey
505	5749	katia sycara-cyranski	katia p. sycara
951	5959	keesam jeong	kee sam jeong
998	5982	keith hanna	f. keith hanna
834	5902	keith q. t. zhang	q. t. zhang
1618	6259	ken-ichi anjyo	ken anjyo
343	5677	kenichi kanatani	ken-ichi kanatani
2663	6748	kiran rachuri	kiran k. rachuri
3397	3397	kivanc dincer	kivanc dincer
1566	6230	kiyoko f. aoki	kiyoko f. aoki-kinoshita
5180	7705	kjetil molokken-ostvold	kjetil molokken
1954	6428	koenraad van leemput	koen van leemput
3216	6996	kostas n. plataniotis	konstantinos n. plataniotis
3903	7269	kostas stamatakis	konstantinos stamatakis
432	5721	krishnamurthy vidyasankar	k. vidyasankar
4710	7582	kristen b. venable	kristen brent venable
3026	6920	kuei-ann wen	stella kuei-ann wen
4318	7433	kwan lawrence yeung	kwan l. yeung
1598	6248	kwok hung li	kwok h. li
696	5834	l. irene cheng	irene cheng
1655	6277	laiwan chan	lai-wan chan
721	5847	lance chun che fung	chun che fung
2367	6614	larry t. pileggi	lawrence t. pileggi
4419	7480	laura forsberg	laura forsberg white
4663	7566	laura mayfield tomokiyo	laura mayfield
244	5629	laure berti	laure berti-equille
697	5835	lauren j. odonnell	lauren odonnell
2423	6635	leon van der torre	leendert w. n. van der torre
5076	7682	leonardo freitas	leo freitas
499	5747	li weigang	weigang li
282	5645	li-zhu zhou	lizhu zhou
5089	7687	liliana cucu	liliana cucu-grosjean
74	5554	lisa gottesfeld brown	lisa m. g. brown
1174	6062	liz burd	elizabeth burd
5313	7728	lorant szasz-toth	lorant toth
5368	5368	lubomir torok	lubomir torok
1171	6059	lucia v. r. arruda	lucia valeria ramos de arruda
352	5680	luis entrena	luis entrena-arrontes
3541	7119	lynda tamine	lynda tamine-lechani
2004	6449	m. anwar hasan	m. anwarul hasan
1773	6339	m. c. balbuena	camino balbuena
1823	6362	m. j. zemerly	mohamed jamal zemerly
4232	4232	m. selim akturk	m. selim akturk
4294	7426	maayan zhitomirsky-geffet	maayan geffet
4804	7609	maira athanazio de cerqueira gatti	maira a. de c. gatti
1345	6141	maksim tsvetovatyy	maksim tsvetovat
475	5740	malika smail	malika smail-tabbone
3023	6919	mamoun filali-amine	mamoun filali
4235	7404	man-keung siu	m. k. siu
1285	6114	manoel g. mendonca	manoel gomes de mendonca neto
590	5787	manuel alfonseca moreno	manuel alfonseca
5	5525	marcelino b. santos	marcelino bicho dos santos
4670	7568	marcelo de oliveira johann	marcelo o. johann
1680	6289	marcelo h. ang	marcelo h. ang jr.
1526	6211	margaret h. dunham	margaret h. eich
1785	6345	maria assumpcio pellicer	maria a. pellicer
2670	6752	maria j. garcia de la banda	maria garcia de la banda
4639	7561	maria jose casan guerrero	maria jose casany guerrero
545	545	maria m. larrondo-petrie	maria m. larrondo-petrie
4641	4641	maria pinto	maria pinto
912	5939	maria-cristina riff	maria cristina riff rojas
1111	6038	maria-florina popa	maria-florina balcan
788	5879	maria-pilar jarabo-amores	maria p. jarabo-amores
4757	7596	mariano montoni	mariano angel montoni
1896	6393	marilyn m. mantei	marilyn tremaine
32	5537	marius silaghi	marius-calin silaghi
285	5648	marjory c. c. abreu	marjory cristiany da costa abreu
2748	6783	mark coates	m. j. coates
2110	6500	marta costa rosatelli	marta c. rosatelli
540	5767	martin farach	martin farach-colton
2779	6799	mary carmen jarur munoz	mary carmen jarur
2099	6495	mary koes	mary berna
4776	7605	mary lynette larsgaard	mary larsgaard
2471	6660	masa inakage	masahiko inakage
771	5871	matthew j. suderman	matthew suderman
312	5661	matthias broecheler	matthias brocheler
452	5729	mauricio javier osorio galindo	mauricio osorio
5353	7735	mauricio pamplona segundo	mauricio p. segundo
5497	7748	md. fazle baki	mohammed fazle baki
764	5865	meike klettke	meike albrecht
2727	6775	melek d. yucel	melek diker yucel
2609	6722	mengtian rong	mentian rong
1621	6261	mercan karahan	mercan topkara
2045	6467	michael anthony steel	mike a. steel
2450	6651	michael c. jaeger	michael c. jager
2627	6732	michael d. gallant	michael gallant
4352	7450	michael d. muhlbaier	michael muhlbaier
1819	6359	michael e. davies	mike e. davies
1243	6097	michael e. lesk	michael lesk
3809	7234	michael j. oudshoorn	michael oudshoorn
654	5812	michael j. prietula	michael prietula
3444	7082	michael jason minock	michael minock
511	5753	michael kozuch	michael a. kozuch
4575	7531	michael lees	michael harold lees
5395	7740	michael pascoe	michael pascoe-chalke
4280	7424	michael pohst	michael e. pohst
1126	6042	michael r. m. jenkin	michael jenkin
3257	7014	michael s. o. molloy	michael molloy
1185	6068	michael t. m. emmerich	michael emmerich
4117	7351	miguel delgado calvo-flores	miguel delgado
1292	6116	miguel garcia pineda	miguel garcia
695	5833	mihaela elena breaban	mihaela breaban
3400	7068	mike e. woodward	michael e. woodward
3128	6969	mike shub	michael shub
4372	7460	mildrey carbonell	mildrey carbonell castro
1485	6195	milena radenkovic	milena v. radenkovic
1836	6368	miri kopel ben-nissan	miri ben-nissan
4598	7541	mitch weintraub	mitchel weintraub
2983	6899	mitsunori ogihara	mitsunori ogiwara
1040	6003	mohamad izani zainal abidin	mohd izani
1958	6432	mohamed a. ramadan	mohammed a. ramadan
2984	6900	mohammad reza darafsheh	m. r. darafsheh
558	5773	mohammadtaghi hajiaghayi	mohammad taghi hajiaghayi
3882	7266	mohammed h. nafie	mohammed nafie
3075	6942	mohan gurusamy	gurusamy mohan
1342	6139	monika rauch henzinger	monika henzinger
2494	6672	montserrat maritxalar	montse maritxalar
1574	6234	murat perit cakir	murat cakir
4764	7600	murray e. jennex	murray jennex
753	5861	n. variyam vinodchandran	n. v. vinodchandran
85	5559	nadine lefort-piat	nadine le fort-piat
873	5918	neel sundaresan	neelakantan sundaresan
3588	7140	neelakantan r. krishnaswami	neel krishnaswami
3728	7199	nelio muniz mendes alves	nelio alves
2139	6515	nelson luis saldanha da fonseca	nelson l. s. da fonseca
690	5832	neville churcher	neville i. churcher
5334	7731	nicholas zervos	nicholaos zervos
2472	6661	nikos grammalidis	nikolaos grammalidis
4193	7389	nirmala achuthan	n. r. achuthan
3934	7283	niyazi zekiye kilic	niyazi kilic
455	5730	olivier roux	olivier h. roux
3708	7190	oscar romero moral	oscar romero
3915	7273	oya icmeli tukel	oya icmeli
4556	7525	p. a. c. varley	peter varley
278	5643	p. j. p. mcmullan	paul mcmullan
2381	6620	p. jourlin	pierre jourlin
948	5956	p. michael melliar-smith	p. m. melliar-smith
204	5606	p. r. f. cunha	paulo roberto freire cunha
208	5609	pantelis asvestas	pantelis a. asvestas
667	5819	paramesran raveendran	p. raveendran
534	5766	partha pratim chakrabarti	p. p. chakrabarti
4602	7543	parthasarathy madhusudan	p. madhusudan
3647	7159	patricia c. arocena	patricia rodriguez-gianolli
2626	6731	patrick eugster	patrick th. eugster
2215	6552	patrick maeder	patrick mader
1006	908	patrick martin	t. patrick martin
471	5737	patrick mcdaniel	patrick drew mcdaniel
3729	7200	paul devadoss ezhilchelvan	paul d. ezhilchelvan
1545	6220	pauline berry	pauline m. berry
3618	7148	paulo jorge paiva de sousa	paulo sousa
317	5663	pedro juan lopez rodriguez	pedro lopez
93	5562	pedro r. falcone sampaio	pedro sampaio
2527	6690	penelope m. sanderson	penelope sanderson
2778	6798	peter clayton	peter g. clayton
3806	7233	peter eggenberger hotz	peter eggenberger
2356	6609	peter funk	peter j. funk
813	813	peter grunwald	peter grunwald
5011	7668	peter simon sapaty	peter sapaty
313	5662	petia radeva	petia radeva ivanova
323	323	petr posik	petr posik
4844	7618	petra kralj	petra kralj novak
45	5543	petri t. helo	petri helo
2165	6528	pietro g. morasso	pietro morasso
3662	7166	pilar sancho	pilar sancho-thomas
213	5613	pingzhi fan	pingzhi z. fan
1710	6303	po l. tien	po-lung tien
3219	6997	prabir kumar biswas	prabir k. biswas
4960	7652	premkumar s. natarajan	premkumar natarajan
2483	6665	r. a. b. engelen	roy engelen
1794	6348	r. d. (shawn) blanton	ronald d. blanton
4320	7434	rabea boulifa	rabea ameur-boulifa
525	5763	rafael martinez gasca	rafael m. gasca
709	5841	rajnikant v. patel	rajni v. patel
3702	7187	rakesh vohra	rakesh v. vohra
473	5739	ralf kotter	ralf koetter
1497	6198	ralph butler	ralph m. butler
1026	6000	ramesh chandra joshi	ramesh c. joshi
4980	7659	rashid ahmed attar	rashid attar
246	5631	ravi kannan	ravindran kannan
330	5671	ravi mazumdar	ravi r. mazumdar
3293	7028	ravikiran vatrapu	ravi k. vatrapu
4975	7656	ray g. gosine	raymond g. gosine
5241	7717	raymond h. putra	rudy raymond harry putra
