id:ID	val:string	label:LABEL	weight:int
89	rob van nieuwenpoort	REF	1
90	john romain	REF	1
91	luc renambot	REF	1
92	tim ruhl	REF	1
93	ronald veldema	REF	1
94	kees verstoep	REF	1
95	aline baggio	REF	1
96	gerco ballintijn	REF	1
97	ihor kuz	REF	1
98	guillaume pierre	REF	1
99	maarten van steen	REF	1
100	andrew s. tanenbaum	REF	1
101	gerben doornbos	REF	1
102	desmond germans	REF	1
103	hans j. w. spoelder	REF	1
104	evert-jan baerends	REF	1
105	stan van gisbergen	REF	1
106	hamid afsermanseh	REF	1
107	g. dick van albada	REF	4
108	adam belloum	REF	1
109	david dubbeldam	REF	1
110	zeger w. hendrikse	REF	1
111	louis o. hertzberger	REF	1
112	alfons g. hoekstra	REF	1
113	kamil iskra	REF	1
114	drona kandhai	REF	1
115	dennis koelma	REF	1
116	frank van der linden	REF	1
117	benno j. overeinder	REF	1
118	peter m. a. sloot	REF	6
119	piero spinnato	REF	1
120	dick h. j. epema	REF	1
121	kees van reeuwijk	REF	1
122	henk j. sips	REF	1
123	peter m. w. knijenburg	REF	1
124	michael s. lew	REF	1
125	floris sluiter	REF	1
126	lex wolters	REF	1
127	hans blom	REF	1
128	cees de laat	REF	1
129	gerold kraft	REF	1
130	wouter bokhove	REF	1
131	farhad shahrokhi	REF	18
132	laszlo a. szekely	REF	33
133	ondrej sykora	REF	13
134	imrich vrto	REF	15
135	peter l. erdos	REF	10
136	akos seress	REF	3
137	m. carter	REF	1
138	michael d. hendy	REF	1
139	david penny	REF	1
140	nicholas c. wormald	REF	4
141	michael anthony steel	REF	2
142	tandy warnow	REF	3
143	l. h. clark	REF	1
144	michael a. steel	REF	1
145	mike a. steel	REF	1
146	peter frankl	REF	28
147	daniel j. kleitman	REF	4
148	michael e. saks	REF	6
149	miranca fischermann	REF	1
150	arne hoffmann	REF	1
151	dieter rautenbach	REF	1
152	lutz volkmann	REF	1
153	curtis a. barefoot	REF	1
154	roger c. entringer	REF	1
155	kave salamatian	REF	2
156	sandrine vaton	REF	1
157	serge fdida	REF	5
158	a. medina	REF	1
159	nina taft	REF	1
160	k. salamatian	REF	1
161	s. bhattacharyya	REF	1
162	christophe diot	REF	1
163	igor lemberski	REF	1
164	mark b. josephs	REF	1
165	i. lemberski	REF	2
166	m. ratniece	REF	1
167	zoltan alexin	REF	11
168	janos csirik	REF	6
169	tibor gyimothy	REF	32
170	karoly bibok	REF	1
171	csaba hatvani	REF	1
172	gabor proszeky	REF	1
173	laszlo tihanyi	REF	1
174	tamas horvath	REF	5
175	karoly fabricz	REF	4
176	arpad beszedes	REF	4
177	istvan forgacs	REF	1
178	jozsef dombi	REF	1
179	mark jelasity	REF	1
180	laszlo toth	REF	1
181	stefan wrobel	REF	1
182	gyongyi szilagyi	REF	3
183	jan maluszynski	REF	4
184	gabriella kokai	REF	5
185	henrik bostrom	REF	2
186	rudolf ferenc	REF	2
187	mikko tarkiainen	REF	1
188	peter fritzson	REF	8
189	mariam kamkar	REF	7
190	nahid shahmehri	REF	31
191	j. toczki	REF	2
192	f. kocsis	REF	2
193	g. danyi	REF	1
194	susan elliott sim	REF	1
195	richard c. holt	REF	1
196	rainer koschke	REF	2
197	tamas gergely	REF	1
198	zsolt mihaly szabo	REF	2
199	janos toczki	REF	1
200	e. simon	REF	1
201	a. makay	REF	1
202	szilvia zvada	REF	1
203	laszlo harmath	REF	2
204	jukka paakki	REF	1
205	csaba farago	REF	1
206	robert szucs	REF	1
207	margarida bachs	REF	1
208	f. javier luque	REF	16
209	modesto orozco	REF	20
210	f. j. luque	REF	3
211	m. bachs	REF	3
212	c. aleman	REF	2
213	xavier barril	REF	1
214	xavier fradera	REF	1
215	xavier de la cruz	REF	1
216	carlos h. t. p. silva	REF	1
217	jose luis gelpi	REF	1
218	albert salichs	REF	1
219	m. lopez	REF	3
220	v. segarra	REF	1
221	carles colominas	REF	1
222	begona hernandez	REF	4
223	carlos aleman	REF	7
224	carles curutchet	REF	1
225	j. munoz	REF	1
226	x. barril	REF	1
227	b. hernandez	REF	1
228	robert soliva	REF	1
229	warren t. jones	REF	1
230	mathew j. palakal	REF	1
231	renato demori	REF	1
232	mathew palakal	REF	17
233	piero cosi	REF	1
234	jeffrey huang	REF	2
235	deepa umamaheswaran	REF	2
236	m. stephens	REF	2
237	snehasis mukhopadhyay	REF	11
238	rajeev r. raje	REF	5
239	javed mostafa	REF	11
240	mingyong qiao	REF	1
241	shengquan peng	REF	2
242	w. lam	REF	2
243	luz marina quiroga	REF	1
244	renato de mori	REF	2
245	ettore merlo	REF	1
246	jean rouat	REF	1
247	yueyu fu	REF	1
248	travis bauer	REF	1
249	suzali suyut	REF	1
250	mathias ncho	REF	1
251	santosh mishra	REF	1
252	matthew stephens	REF	1
253	rajeev raje	REF	1
254	simon rhodes	REF	1
255	michael boyles	REF	1
256	artur papiez	REF	1
257	nila patel	REF	1
258	vladimir kvasnicka	REF	12
259	jiri pospichal	REF	13
260	stepan sklenak	REF	1
261	daniel svozil	REF	2
262	vladimir kvasnika	REF	1
263	t. kalab	REF	1
264	herve luga	REF	3
265	olivier balet	REF	2
266	yves duthen	REF	2
267	rene caubet	REF	6
268	mathieu autones	REF	1
269	ariel beck	REF	1
270	philippe camacho	REF	1
271	nicolas lassabe	REF	1
272	francis scharffe	REF	1
273	inseon lee	REF	3
274	heon young yeom	REF	36
275	taesoon park	REF	15
276	jin-wook baek	REF	4
277	jae-heung yeo	REF	2
278	gyu-tae kim	REF	3
279	kyungoh lee	REF	5
280	sangbum kim	REF	1
281	namyoon woo	REF	5
282	hyoung-woo park	REF	1
283	sooyong kang	REF	6
284	sung bok cho	REF	2
285	junghwan moon	REF	1
286	dong-young lee	REF	1
287	jin b. kwon	REF	4
288	jaeheung yeo	REF	1
289	ilhwan kim	REF	1
290	joonwon lee	REF	1
291	hyunjoo kim	REF	2
292	byoungjoo lee	REF	1
293	yookun cho	REF	1
294	yunjung yi	REF	1
295	ilsoo byun	REF	1
296	heon y. yeom	REF	3
297	david e. moriarty	REF	1
298	alan c. schultz	REF	21
299	john j. grefenstette	REF	5
300	deborah a. boehm-davis	REF	1
301	robert w. holt	REF	1
302	magdalena d. bugajska	REF	1
303	william adams	REF	8
304	dennis perzanowski	REF	4
305	brian yamauchi	REF	4
306	mike jones	REF	2
307	william b. langdon	REF	5
308	erick cantu-paz	REF	4
309	keith e. mathias	REF	15
310	rajkumar roy	REF	3
311	david davis	REF	1
312	riccardo poli	REF	2
313	karthik balakrishnan	REF	1
314	vasant honavar	REF	5
315	gunter rudolph	REF	1
316	joachim wegener	REF	4
317	larry bull	REF	1
318	mitchell a. potter	REF	4
319	julian f. miller	REF	3
320	e. burke	REF	1
321	natasa jonoska	REF	19
322	david kortenkamp	REF	2
323	elaine marsh	REF	1
324	magda bugajska	REF	2
325	james a. foster	REF	2
326	kalyanmoy deb	REF	3
327	lawrence davis	REF	2
328	una-may oreilly	REF	3
329	hans-georg beyer	REF	3
330	russell k. standish	REF	2
331	graham kendall	REF	2
332	stewart w. wilson	REF	2
333	mark harman	REF	12
334	dipankar dasgupta	REF	2
335	kathryn a. dowsland	REF	2
336	kenneth a. de jong	REF	2
337	yves lesperance	REF	1
338	gerd wagner	REF	1
339	william p. birmingham	REF	33
340	kurt d. bollacker	REF	1
341	alexander nareyek	REF	1
342	j. paul walser	REF	1
343	david w. aha	REF	2
344	timothy w. finin	REF	4
345	benjamin n. grosof	REF	1
346	nathalie japkowicz	REF	1
347	robert holte	REF	1
348	lise getoor	REF	1
349	carla p. gomes	REF	2
350	holger h. hoos	REF	3
351	miroslav kubat	REF	2
352	tom m. mitchell	REF	3
353	jorg denzinger	REF	5
354	yolanda gil	REF	5
355	karen l. myers	REF	1
356	claudio bettini	REF	1
357	angelo montanari	REF	1
358	marjorie skubic	REF	1
359	kevin graves	REF	1
360	illah r. nourbakhsh	REF	1
361	lisa meeden	REF	2
362	carolyn penstein rose	REF	1
363	reva freedman	REF	1
364	mathias bauer	REF	1
365	charles rich	REF	4
366	ian horswill	REF	1
367	alan schultz	REF	6
368	michael freed	REF	1
369	alonso vera	REF	1
370	kerstin dautenhahn	REF	1
371	connie loggia ramsey	REF	2
372	nancy green	REF	2
373	jennifer chu-carroll	REF	1
374	michael h. coen	REF	1
375	dragomir r. radev	REF	7
376	eduard h. hovy	REF	2
377	peter haddawy	REF	7
378	steve hanks	REF	4
379	eugene c. freuder	REF	2
380	charlie ortiz	REF	1
381	sandip sen	REF	7
382	donald sofge	REF	1
383	kenneth dejong	REF	1
384	tucker r. balch	REF	1
385	rahul bhargava	REF	1
386	karen zita haigh	REF	2
387	marc bohlen	REF	1
388	cathryne stein	REF	1
389	david miller	REF	1
390	dan diaper	REF	1
391	mark addison	REF	3
392	harold w. thimbleby	REF	58
393	mark addsion	REF	1
394	simone de abreu	REF	1
395	regina borges de araujo	REF	1
396	andre luiz battaiola	REF	1
397	william l. hibbard	REF	1
398	brian e. paul	REF	1
399	david a. santek	REF	1
400	charles r. dyer	REF	1
401	andre l. battaiola	REF	2
402	marie-francoise voidrot-martinez	REF	1
403	nassim chamel elias	REF	1
404	rodrigo de godoy domingues	REF	1
405	michael d. beynon	REF	2
406	daniel j. van hook	REF	1
407	michael seibert	REF	1
408	alen peacock	REF	1
409	dan dudgeon	REF	1
410	alan sussman	REF	12
411	umit v. catalyurek	REF	7
412	tahsin kure	REF	1
413	joel h. saltz	REF	18
414	tahsin m. kurc	REF	9
415	mike gray	REF	1
416	shannon hastings	REF	1
417	stephen langella	REF	1
418	sivaramakrishnan narayanan	REF	1
419	ryan martino	REF	1
420	steven bryant	REF	1
421	malgorzata peszynka	REF	1
422	mary wheeler	REF	1
423	michael beynon	REF	11
424	christian hansen	REF	1
425	don stredney	REF	1
426	dennis sessanna	REF	1
427	chialin chang	REF	3
428	henrique andrade	REF	2
429	renato ferreira	REF	4
430	matthew spencer	REF	1
431	anurag acharya	REF	2
432	mustafa uysal	REF	2
433	robert bennett	REF	1
434	assaf mendelson	REF	1
435	jeffrey k. hollingsworth	REF	1
436	hung-min sun	REF	7
437	shiuh-pyng shieh	REF	21
438	fu-shen ho	REF	3
439	yu-lun huang	REF	2
440	chern-tang lin	REF	3
441	shianyow wu	REF	1
442	ing-jye shyu	REF	3
443	hsin-min sun	REF	1
444	jia-ning luo	REF	1
445	wen-her yang	REF	3
446	virgil d. gligor	REF	7
447	kai-wei fan	REF	1
448	s. w. shieh	REF	1
449	minsu choi	REF	1
450	hardy j. pottinger	REF	1
451	nohpill park	REF	1
452	yong-bin kim	REF	6
453	j. k. choi	REF	1
454	m. choi	REF	6
455	t. s. chung	REF	1
456	y. s. shin	REF	1
457	k. s. kim	REF	1
458	naphill park	REF	6
459	fabrizio lombardi	REF	12
460	vincenzo piuri	REF	2
461	n.-j. park	REF	1
462	k. m. george	REF	1
463	b. jin	REF	1
464	y. chang	REF	1
465	hajime morito	REF	1
466	michael roe	REF	1
467	e. stewart lee	REF	10
468	zhong fan	REF	1
469	heather m. hinton	REF	1
470	sijing zhang	REF	6
471	alan burns	REF	78
472	ahmed mehaoua	REF	1
473	hongji yang	REF	2
474	ralf c. hauser	REF	2
475	roger m. needham	REF	2
476	joan feigenbaum	REF	1
477	bruce christianson	REF	1
478	wilf r. lalonde	REF	1
479	e. s. lee	REF	10
480	james j. horning	REF	1
481	c. j. m. turnbull	REF	1
482	aris zakinthinos	REF	3
483	john p. nestor	REF	1
484	j. g. lee	REF	1
485	y. tokuda	REF	1
486	t. murakami	REF	1
487	y. tanaka	REF	2
488	andres rudmik	REF	1
489	w. g. rosocha	REF	1
490	cyril kardassevitch	REF	1
491	mathias paulin	REF	2
492	jean-pierre jessel	REF	7
493	benjamin mora	REF	3
494	celine jaspart	REF	1
495	jean-jacques flores	REF	1
496	eric perdigau	REF	1
497	patrice torguet	REF	1
498	cedric sanza	REF	1
499	de bonnefoy nelly	REF	1
500	jessel jean-pierre	REF	1
501	m. l. m. beckers	REF	1
502	lutgarde m. c. buydens	REF	15
503	a. w. simonetti	REF	1
504	ron wehrens	REF	6
505	antoine h. c. van kampen	REF	2
506	carlos b. lucasius	REF	1
507	gerrit kateman	REF	1
508	willem j. melssen	REF	5
509	eduard p. p. a. derks	REF	3
510	mischa l. m. beckers	REF	6
511	t. h. reijmers	REF	2
512	j. c. noordam	REF	1
513	w. h. a. m. van den broek	REF	1
514	erno pretsch	REF	1
515	j. a. hageman	REF	2
516	r. de gelder	REF	2
517	w. l. meerts	REF	1
518	daniel m. c. domine	REF	1
519	james devillers	REF	1
520	dietrich wienke	REF	1
521	lutgarde buydens	REF	1
522	ching-te wang	REF	3
523	chin-chen chang	REF	104
524	chu-hsing lin	REF	9
525	ying-tse kuo	REF	1
526	richard c. t. lee	REF	21
527	chen-yu lee	REF	1
528	tsu-miin hsieh	REF	1
529	yi-shiung yeh	REF	2
530	ssu-heng tuan	REF	1
531	c. h. lin	REF	3
532	c. c. chang	REF	43
533	t. c. wu	REF	1
534	zen-chung shih	REF	2
535	hsien-wen tseng	REF	1
536	chin-feng lee	REF	2
537	h. f. lin	REF	2
538	c. y. chen	REF	13
539	daniel j. buehrer	REF	3
540	chi-shiang chan	REF	3
541	ju yuan hsiao	REF	11
542	j. liang	REF	3
543	r. g. mcfadyden	REF	1
544	tai-xing yu	REF	1
545	yeu-pong lai	REF	1
546	min-shiang hwang	REF	4
547	kuo-feng hwang	REF	6
548	ji-han jiang	REF	2
549	tung-shou chen	REF	9
550	chao-wen chan	REF	3
551	chwei-shyong tsai	REF	6
552	tzong-chen wu	REF	10
553	chi-sung laih	REF	1
554	guu-in chen	REF	1
555	ren-junn hwang	REF	3
556	shin-jia hwang	REF	4
557	wei-pang yang	REF	3
558	iuon-chang lin	REF	3
559	timothy k. shih	REF	1
560	jyh-chiang yeh	REF	2
561	yi lin	REF	1
562	chiuyuan chen	REF	1
563	huey-cheue kowng	REF	1
564	kuo-lung hung	REF	5
565	yung-kuan chan	REF	5
566	hui-feng huang	REF	2
567	horng-chin lee	REF	2
568	chi-yien chung	REF	1
569	fun-chou shiue	REF	1
570	der-chyuan lou	REF	2
571	chih-ping hsieh	REF	1
572	hsien-chu hsia	REF	1
573	yaw-wen chen	REF	1
574	wei-bin lee	REF	3
575	jaw-ji shen	REF	1
576	min-hui lin	REF	2
577	yu-chen hu	REF	2
578	shu-kai yang	REF	2
579	ding-zhou duan	REF	2
580	ming-fen lin	REF	2
581	lou-zo chung	REF	1
582	jun-chou chuang	REF	2
583	jyh-jong leu	REF	1
584	pai-cheng huang	REF	1
585	yuan-yuan su	REF	1
586	junwei hsieh	REF	1
587	d. c. lin	REF	3
588	ming-ni wu	REF	1
589	annie y. h. chou	REF	1
590	chi-lung chiang	REF	1
591	hsien-chu wu	REF	2
592	wen-bin wu	REF	1
593	pei-fang chung	REF	1
594	c. p. chen	REF	1
595	chien-yuan chen	REF	1
596	clement t. yu	REF	139
597	j. k. jan	REF	2
598	m. t. fang	REF	1
599	anne c. morel	REF	1
600	lawrence peter belluce	REF	1
601	l. s. lian	REF	1
602	j. c. shieh	REF	2
603	h. y. chen	REF	2
604	k. lam	REF	12
605	s. k. chang	REF	1
606	h. jerome keisler	REF	1
607	m. w. du	REF	2
608	david hung-chang du	REF	97
609	marjorie templeton	REF	5
610	david brill	REF	6
611	eric lund	REF	1
612	d. f. leu	REF	1
613	c. h. chang	REF	1
614	gilles goncalves	REF	1
615	fred hemery	REF	1
616	aneta poniszewska	REF	1
617	h. bourzoufi	REF	2
618	g. goncalves	REF	6
619	bernard toursel	REF	4
620	laurent deruelle	REF	2
621	mohammed bouneffa	REF	2
622	nordine melab	REF	6
623	h. basson	REF	1
624	jean-christophe nicolas	REF	2
625	r. dupas	REF	1
626	g. cavory	REF	1
627	pierre lecouffe	REF	1
628	jaafar gaber	REF	2
629	t. hsu	REF	1
630	codrin m. nichitiu	REF	1
631	eric remila	REF	5
632	codrin nichitiu	REF	6
633	jacques mazoyer	REF	2
634	vincent d. blondel	REF	2
635	julien cassaigne	REF	2
636	rajesh parekh	REF	1
637	yuyun liao	REF	1
638	d. m. h. walker	REF	19
639	lan zhao	REF	1
640	young-jun kwon	REF	1
641	zoran stanojevic	REF	2
642	l. zhao	REF	3
643	g. m. luong	REF	1
644	wangqi qiu	REF	2
645	vijay r. sar-dessai	REF	1
646	sagar sabade	REF	3
647	c. s. kellen	REF	1
648	andrzej j. strojwas	REF	9
649	hoki kim	REF	1
650	david colby	REF	1
651	v. ramakrishnan	REF	1
652	vijay sar-dessai	REF	1
653	hari balachandran	REF	1
654	fred lakbani	REF	1
655	jayashree saxena	REF	1
656	kenneth m. butler	REF	2
657	hank walker	REF	1
658	gorka elordieta	REF	1
659	inaki gaminde	REF	1
660	inma hernaez	REF	1
661	jasone salaberria	REF	1
662	igor martin de vidales	REF	1
663	j. j. igarza	REF	1
664	inaki goirizelaia	REF	1
665	k. espinosa	REF	1
666	i. hernaez	REF	1
667	r. mendez	REF	1
668	j. sanchez	REF	1
669	f. sibel salman	REF	1
670	jayant kalagnanam	REF	2
671	sesh murthy	REF	5
672	andrew j. davenport	REF	1
673	refael hassin	REF	1
674	r. ravi	REF	8
675	f. s. salman	REF	6
676	naveen garg	REF	1
677	rohit khandekar	REF	1
678	goran konjevod	REF	2
679	amitabh sinha ii	REF	1
680	milind dawande	REF	1
681	pinar keskinocak	REF	4
682	joseph cheriyan	REF	4
683	s. subramanian	REF	2
684	paola inverardi	REF	1
685	franco mazzanti	REF	1
686	alessandro fantechi	REF	1
687	stefania gnesi	REF	4
688	f. mazzanti	REF	2
689	rosario pugliese	REF	2
690	enrico tronci	REF	1
691	luis filipe andrade	REF	8
692	paolo baldan	REF	6
693	hubert baumeister	REF	1
694	roberto bruni	REF	2
695	andrea corradini	REF	1
696	rocco de nicola	REF	1
697	jose luiz fiadeiro	REF	7
698	fabio gadducci	REF	1
699	p. hoffman	REF	1
700	nora koch	REF	1
701	piotr kosiuczenko	REF	1
702	a. lapadula	REF	1
703	diego latella	REF	1
704	antonia lopes	REF	2
705	michele loreti	REF	1
706	mieke massink	REF	1
707	ugo montanari	REF	4
708	c. oliveira	REF	1
709	andrzej tarlecki	REF	2
710	michel wermelinger	REF	5
711	martin wirsing	REF	1
712	a. zawlocki	REF	1
713	hans l. bodlaender	REF	12
714	dimitrios m. thilikos	REF	38
715	erik d. demaine	REF	4
716	fedor v. fomin	REF	6
717	mohammad taghi hajiaghayi	REF	4
718	koichi yamazaki	REF	3
719	babette de fluiter	REF	2
720	josep diaz	REF	6
721	maria j. serna	REF	8
722	naomi nishimura	REF	5
723	prabhakar ragde	REF	7
724	nick d. dendris	REF	4
725	lefteris m. kirousis	REF	8
726	yannis c. stamatiou	REF	3
727	richard b. tan	REF	2
728	jan van leeuwen	REF	2
729	dimitrios koukopoulos	REF	1
730	sotiris e. nikoletseas	REF	3
731	paul g. spirakis	REF	11
732	lali barriere	REF	1
733	pierre fraigniaud	REF	1
734	nicola santoro	REF	3
735	nick lendris	REF	1
736	jaroslav nesetril	REF	1
737	michael r. fellows	REF	3
738	dimitirios m. thilikos	REF	1
739	john k. slaney	REF	31
740	bob mckay	REF	1
741	ewing l. lusk	REF	4
742	william mccune	REF	3
743	sylvie thiebaux	REF	6
744	riichiro mizoguchi	REF	2
745	greg restall	REF	1
746	michael a. mcrobbie	REF	1
747	paul pritchard	REF	1
748	robert meyer	REF	1
749	grigoris antoniou	REF	2
750	kahlil hodgson	REF	2
751	timothy surendonk	REF	1
752	hongxue wang	REF	1
753	masayuki fujita	REF	1
754	frank bennett	REF	1
755	toby walsh	REF	2
756	john slaney	REF	3
757	philip kilby	REF	1
758	piergiorgio bertoli	REF	1
759	alessandro cimatti	REF	1
760	carlos javier hernandez castro	REF	1
761	l. javier garcia villalba	REF	4
762	julio cesar hernandez castro	REF	1
763	jose maria sierra camara	REF	1
764	julio cesar hernandez	REF	8
765	jose maria sierra	REF	7
766	arturo ribagorda	REF	6
767	benjamin ramos	REF	4
768	eva maria cebrian	REF	1
769	david sanchez	REF	1
770	agustin orfila	REF	1
771	pedro isasi	REF	4
772	e. ponce	REF	1
773	cristobal luque del arco-calderon	REF	1
774	j. c. mex-perera	REF	1
775	philippe mougin	REF	1
776	stephane ducasse	REF	34
777	michele lanza	REF	4
778	andrew p. black	REF	3
779	nathanael scharli	REF	2
780	matthias rieger	REF	3
781	georges golomingi	REF	1
782	oscar nierstrasz	REF	6
783	gabriela arevalo	REF	2
784	roel wuyts	REF	3
785	peter o. muller	REF	1
786	christian zeidler	REF	1
787	thomas genssler	REF	1
788	reinier van den born	REF	1
789	manuel gunter	REF	1
790	tamar richner	REF	5
791	serge demeyer	REF	7
792	joachim weisbrod	REF	1
793	pascal rapicault	REF	1
794	mireille blay-fornarino	REF	3
795	anne-marie dery	REF	2
796	alexandre bergel	REF	1
797	olivier ciupke	REF	1
798	sander tichelaar	REF	2
799	benny sadeh	REF	1
800	anne-marie pinna-dery	REF	1
801	juan carlos cruz	REF	2
802	thomas hofmann	REF	1
803	robb nebbe	REF	1
804	ebad banissi	REF	1
805	katy borner	REF	1
806	chaomei chen	REF	5
807	gordon clapworthy	REF	3
808	carsten maple	REF	1
809	amy lobben	REF	1
810	christopher j. moore	REF	5
811	jonathan c. roberts	REF	1
812	anna ursyn	REF	1
813	jian zhang	REF	7
814	p. a. graham	REF	2
815	b. thompson	REF	1
816	j. stratford	REF	1
817	r. i. mackay	REF	2
818	p. j. sharrock	REF	4
819	egor zindy	REF	1
820	david burton	REF	2
821	michael lalor	REF	2
822	m. tornow	REF	1
823	f. lilley	REF	1
824	kathiresan manickam	REF	1
825	c. j. moore	REF	3
826	theodore s. lewis	REF	1
827	v. sauret	REF	1
828	adel said elmaghraby	REF	4
829	sherif a. elfayoumy	REF	1
830	irfan s. karachiwala	REF	2
831	james h. graham	REF	9
832	ahmed z. emam	REF	1
833	alaaeldin sleem	REF	1
834	porter eugene smith	REF	1
835	jian guan	REF	1
836	carol s. russell	REF	1
837	terrence p. fries	REF	1
838	thaddeus f. kadela	REF	1
839	r. n. horton	REF	1
840	joby m. chesnick	REF	1
841	megan goff	REF	1
842	james graham	REF	2
843	christopher ocampo	REF	1
844	b. franz lang	REF	1
845	elias seif	REF	1
846	gertraud burger	REF	1
847	c. david page jr.	REF	1
848	ahmed kamal	REF	1
849	rebecca e. grinter	REF	2
850	paul m. aoki	REF	2
851	margaret h. szymanski	REF	2
852	james d. thornton	REF	1
853	allison woodruff	REF	2
854	amy hurst	REF	2
855	anthony lamarca	REF	3
856	w. keith edwards	REF	3
857	paul dourish	REF	4
858	john lamping	REF	4
859	ian smith	REF	1
860	james thornton	REF	4
861	eyal de lara	REF	2
862	karin petersen	REF	2
863	douglas b. terry	REF	2
864	michael salisbury	REF	2
865	lucila ohno-machado	REF	1
866	mark a. musen	REF	41
867	angel r. puerta	REF	5
868	henrik eriksson	REF	9
869	john h. gennari	REF	8
870	diane e. oliver	REF	1
871	yuval shahar	REF	6
872	edward h. shortliffe	REF	4
873	lawrence m. fagan	REF	3
874	david m. combs	REF	2
875	ray w. fergerson	REF	4
876	william e. grosso	REF	2
877	monica crubezy	REF	7
878	natalya fridman noy	REF	6
879	samson w. tu	REF	10
880	enrico motta	REF	4
881	wenjin lu	REF	2
882	borys omelayenko	REF	1
883	dieter fensel	REF	3
884	v. richard benjamins	REF	2
885	bob j. wielinga	REF	2
886	ying ding	REF	1
887	margaret-anne d. storey	REF	1
888	natasha f. noy	REF	1
889	casey best	REF	1
890	neil ernst	REF	1
891	john w. egar	REF	1
892	michael g. kahn	REF	1
893	jay c. ferguson	REF	1
894	heyning cheng	REF	1
895	russ b. altman	REF	3
896	jude w. shavlik	REF	1
897	john h. nguyen	REF	1
898	amar k. das	REF	2
899	guus schreiber	REF	3
900	michael sintek	REF	1
901	stefan decker	REF	2
902	bernd neumann	REF	4
903	rudi studer	REF	4
904	frank van harmelen	REF	2
905	mauro gaspari	REF	1
906	rix groenboom	REF	1
907	enric plaza	REF	3
908	chih-sheng johnson hou	REF	1
909	thomas e. rothenfluh	REF	2
910	mark. a. musen	REF	1
911	joaquin perez	REF	10
912	rodolfo a. pazos	REF	3
913	david romero	REF	2
914	rene santaolaya salgado	REF	5
915	guillermo rodriguez	REF	9
916	victor j. sosa sosa	REF	2
917	jose a. martinez f.	REF	1
918	juan j. gonzalez b.	REF	1
919	gabriel gonzalez	REF	1
920	victor j. sosa soza	REF	1
921	rocio kauffmann	REF	1
922	rodolfo pazos	REF	9
923	santiago martinez	REF	1
924	juan frausto solis	REF	2
925	laura cruz	REF	3
926	maricela bravo	REF	1
927	i. rogelio ortega	REF	1
928	a. alfonso may	REF	1
929	hector j. fraire h.	REF	1
930	johnatan e. pecero	REF	1
931	alexander f. gelbukh	REF	48
932	j. javier gonzalez barbosa	REF	1
933	erika alarcon ruiz	REF	1
934	alejandro mendoza mejia	REF	1
935	a. patricia dominguez sanchez	REF	1
936	j. antonio zarate m.	REF	1
937	j. isabel padron c.	REF	1
938	laura velez	REF	1
939	jaime g. carbonell	REF	54
940	w. mark boggs	REF	1
941	michael l. mauldin	REF	1
