fr_id:START_ID	to_id:END_ID	fr_val:string	to_val:string	type:TYPE	val:int
1072	2566	10960	a. waibel	RID_REF	2
1073	2567	10970	a. walker	RID_REF	1
1120	2634	11450	a. witkin	RID_REF	1
596	1921	6040	a. y. levy	RID_REF	1
619	1966	6300	a.a. lushnikov	RID_REF	4
552	1868	5620	a.d. kwok	RID_REF	2
956	2417	9790	a.f.m. smith	RID_REF	1
62	1249	630	a.g. barto	RID_REF	2
43	1221	440	a.j. ayer	RID_REF	1
754	2145	7700	a.j. otoole	RID_REF	2
1124	2643	11490	a.k.c. wong	RID_REF	1
564	1884	5740	a.l. lansky	RID_REF	1
1142	2663	11670	a.l. yuille	RID_REF	2
851	2278	8720	a.m. richter	RID_REF	1
60	1245	610	a.r. barron	RID_REF	1
1070	2564	10940	a.r. wagner	RID_REF	1
831	2252	8510	a.s. rao	RID_REF	1
697	2077	7110	a.w. moore	RID_REF	2
557	1874	5670	aarno lahtola	RID_REF	1
262	1499	2660	abbe don	RID_REF	1
890	2323	9120	abdul sattar	RID_REF	2
303	1555	3100	adam farquhar	RID_REF	1
386	1656	3940	adam grove	RID_REF	1
351	1616	3590	aditya k. ghose	RID_REF	3
1	1160	10	agnar aamodt	RID_REF	3
9	1173	90	aha d.w.	RID_REF	1
506	1808	5160	alan kay	RID_REF	1
107	1303	1080	alex borgida	RID_REF	1
779	2185	7960	alex pentland	RID_REF	2
840	2262	8600	alexander reinefeld	RID_REF	2
347	1612	3550	alfonso gerevini	RID_REF	1
1042	2530	10660	alvaro del val	RID_REF	1
564	1882	5740	amy l. lansky	RID_REF	1
831	2250	8510	anand s. rao	RID_REF	4
285	1530	2900	andreas eisele	RID_REF	1
790	2198	8070	andrew b. philips	RID_REF	1
655	2020	6680	andrew mayer	RID_REF	1
697	2079	7110	andrew w. moore	RID_REF	3
1120	2633	11450	andrew witkin	RID_REF	1
93	1286	940	angelos bilas	RID_REF	1
64	1254	650	anindya basu	RID_REF	1
732	2119	7480	ann nicholson	RID_REF	1
740	2128	7560	anthony ohare	RID_REF	1
570	1893	5800	anthony t. laundrie	RID_REF	1
911	2354	9330	anton schwartz	RID_REF	1
28	1196	280	antonisse	RID_REF	1
29	1201	300	arto anttila	RID_REF	1
1067	2561	10910	atro voutilainen	RID_REF	1
957	2419	9810	b c smith	RID_REF	1
675	2044	6880	b t messmer	RID_REF	1
65	1255	660	b. battaile	RID_REF	1
66	1256	670	b. bauer	RID_REF	1
72	1263	730	b. bell	RID_REF	1
76	1267	770	b. bennett	RID_REF	2
90	1283	910	b. bhattacharya	RID_REF	1
101	1294	1020	b. bloom	RID_REF	1
103	1298	1040	b. boguraev	RID_REF	1
135	1339	1370	b. brown	RID_REF	1
139	1346	1410	b. buchanan	RID_REF	1
166	1379	1690	b. chandrasekaran	RID_REF	3
171	1386	1740	b. cheng	RID_REF	1
225	1458	2290	b. dambrosio	RID_REF	2
256	1493	2600	b. digney	RID_REF	1
472	1756	4800	b. e. jacobs	RID_REF	1
322	1579	3290	b. fox	RID_REF	1
332	1592	3390	b. fronhofer	RID_REF	2
139	1343	1410	b. g. buchanan	RID_REF	2
337	1597	3440	b. gamback	RID_REF	1
383	1653	3910	b. grosof	RID_REF	1
457	1740	4650	b. humphreys	RID_REF	1
468	1751	4760	b. ives	RID_REF	1
544	1858	5540	b. j. kuipers	RID_REF	2
659	2025	6720	b. j. mccarragher	RID_REF	1
544	1859	5540	b. kuipers	RID_REF	4
571	1894	5810	b. laurel	RID_REF	4
169	1384	1720	b. le charlier	RID_REF	3
576	1899	5840	b. leclaire	RID_REF	1
583	1906	5910	b. leng	RID_REF	1
584	1907	5920	b. lenzmann	RID_REF	4
613	1960	6220	b. livezey	RID_REF	1
613	1959	6220	b. livezy	RID_REF	1
958	2420	9815	b. m. smith	RID_REF	6
633	1990	6450	b. maigret	RID_REF	1
648	2010	6610	b. masand	RID_REF	4
656	2021	6690	b. mayoh	RID_REF	1
662	2029	6750	b. mccune	RID_REF	1
702	2086	7180	b. mukherjee	RID_REF	1
706	2090	7220	b. myers	RID_REF	1
707	2092	7230	b. nadel	RID_REF	1
708	2093	7240	b. nado	RID_REF	1
720	2105	7360	b. nebel	RID_REF	5
768	2164	7850	b. patty	RID_REF	1
776	2179	7930	b. pell	RID_REF	1
803	2217	8200	b. potter	RID_REF	1
808	2223	8250	b. pravin	RID_REF	1
835	2256	8550	b. ravindran	RID_REF	1
910	2352	9320	b. schunck	RID_REF	2
920	2365	9420	b. selman	RID_REF	1
938	2388	9600	b. shneiderman	RID_REF	2
958	2421	9815	b. smith	RID_REF	1
965	2430	9860	b. smyth	RID_REF	2
991	2461	10130	b. suhm	RID_REF	1
1036	2519	10600	b. tversky	RID_REF	1
1056	2545	10800	b. verplank	RID_REF	1
1108	2618	11330	b. williams	RID_REF	1
1129	2649	11540	b. yandell	RID_REF	1
706	2091	7220	b.a. myers	RID_REF	3
139	1345	1410	b.g. buchanan	RID_REF	1
865	2294	8870	b.h. ross	RID_REF	1
542	1855	5520	b.j.a krose	RID_REF	1
542	1856	5520	b.j.a. krose	RID_REF	1
17	1182	170	b.p allen	RID_REF	1
336	1596	3430	b.r. gaines	RID_REF	6
45	1223	460	babuska r.	RID_REF	1
55	1239	560	ballard d.	RID_REF	1
59	1244	600	bankert r.l.	RID_REF	1
62	1247	630	barto a.g.	RID_REF	1
78	1269	790	bereiter c	RID_REF	1
720	2106	7360	bernhard nebel	RID_REF	2
84	1277	850	berns k.	RID_REF	1
803	2216	8200	brian potter	RID_REF	1
648	2011	6610	brij masand	RID_REF	1
543	1857	5530	bruce krulwich	RID_REF	1
802	2215	8190	bruce porter	RID_REF	1
142	1349	1450	buijtenen w.m.	RID_REF	1
147	1355	1500	burke e. k.	RID_REF	2
149	1359	1520	burstein m. h.	RID_REF	1
521	1823	5310	c. & kindermann	RID_REF	1
26	1194	260	c. anderson	RID_REF	4
40	1217	410	c. atkeson	RID_REF	1
1157	2680	11820	c. b. zoltowski	RID_REF	1
47	1226	480	c. backstrom	RID_REF	1
69	1259	700	c. beck	RID_REF	1
86	1279	870	c. bessiere	RID_REF	1
156	1368	1590	c. caldwell	RID_REF	1
167	1380	1700	c. chang	RID_REF	1
173	1388	1760	c. chiang	RID_REF	1
190	1410	1930	c. codognet	RID_REF	1
270	1512	2740	c. dubnicki	RID_REF	7
582	1905	5900	c. e. leiserson	RID_REF	1
328	1586	3350	c. freksa	RID_REF	7
40	1215	410	c. g. atkeson	RID_REF	11
1016	2494	10390	c. g. thomas	RID_REF	3
361	1629	3690	c. globig	RID_REF	1
387	1657	3950	c. grover	RID_REF	1
453	1735	4610	c. howson	RID_REF	4
460	1743	4680	c. huser	RID_REF	1
465	1748	4730	c. irby	RID_REF	1
841	2264	8610	c. k. reisbeck	RID_REF	1
841	2265	8610	c. k. riesbeck	RID_REF	2
1014	2491	10370	c. k. tham	RID_REF	1
512	1814	5220	c. kellogg	RID_REF	1
377	1647	3850	c. l. green	RID_REF	1
574	1897	5830	c. lawrence	RID_REF	2
598	1923	6060	c. lewis	RID_REF	1
370	1640	3780	c. m. goral	RID_REF	1
1099	2603	11240	c. m. white	RID_REF	1
695	2073	7090	c. monma	RID_REF	1
233	1467	2370	c. o. davis	RID_REF	1
1109	2620	11340	c. p. williams	RID_REF	1
760	2152	7760	c. palamidessi	RID_REF	1
783	2190	8000	c. perneel	RID_REF	1
789	2197	8060	c. peterson	RID_REF	1
794	2204	8110	c. pichet	RID_REF	1
105	1300	1060	c. r. booth	RID_REF	1
826	2244	8460	c. r. ramakrishnan	RID_REF	1
841	2266	8610	c. reisbech	RID_REF	4
841	2263	8610	c. riesbeck	RID_REF	2
862	2290	8840	c. romanzin	RID_REF	1
975	2441	9960	c. stanfill	RID_REF	17
975	2444	9960	c. stanll	RID_REF	1
985	2454	10070	c. strauss.	RID_REF	1
1000	2473	10220	c. szepesvari	RID_REF	4
1003	2476	10250	c. tait	RID_REF	1
1009	2483	10310	c. tasso	RID_REF	3
1014	2492	10370	c. tham	RID_REF	1
1024	2504	10470	c. torras	RID_REF	2
488	1775	4960	c. v. jones	RID_REF	1
1050	2539	10740	c. van overveld	RID_REF	1
26	1193	260	c. w. anderson	RID_REF	2
326	1584	3330	c. w. fraser	RID_REF	2
975	2442	9960	c. w. stanfill	RID_REF	2
1081	2579	11050	c. ward	RID_REF	1
1109	2619	11340	c. williams	RID_REF	3
478	1762	4860	c. z. janikow	RID_REF	1
306	1560	3130	c.-n. fiechter	RID_REF	1
40	1214	410	c.g. atkeson	RID_REF	1
723	2109	7390	c.g. nevill-manning	RID_REF	2
1011	2488	10340	c.j. taylor	RID_REF	1
276	1518	2810	c.r. dyer	RID_REF	1
797	2209	8140	c.r. plott	RID_REF	1
775	2178	7920	c.s. peirce	RID_REF	1
160	1373	1630	carro	RID_REF	1
270	1511	2740	cezary dubnick	RID_REF	1
270	1510	2740	cezary dubnicki	RID_REF	3
1138	2659	11630	chad yoshikawa	RID_REF	2
176	1391	1790	chouraqui e.	RID_REF	1
566	1886	5760	christian larssen	RID_REF	2
483	1767	4910	christopher f. joerg	RID_REF	2
40	1216	410	christopher g. atkeson	RID_REF	1
453	1736	4610	colin howson	RID_REF	1
113	1309	1140	craig boutilier	RID_REF	1
975	2445	9960	craig stanfill	RID_REF	1
218	1447	2220	crites r.h.	RID_REF	1
319	1576	3260	d. a. forsyth	RID_REF	1
767	2162	7830	d. a. patterson	RID_REF	1
829	2248	8490	d. a. randell	RID_REF	3
959	2422	9820	d. a. smith	RID_REF	1
7	1170	70	d. ackley	RID_REF	1
950	2411	9730	d. b. skalak	RID_REF	1
82	1275	830	d. berleant	RID_REF	1
85	1278	860	d. bertsekas.	RID_REF	1
89	1282	900	d. beymer	RID_REF	1
99	1292	1000	d. blasco	RID_REF	1
110	1306	1110	d. boulanger	RID_REF	3
546	1861	5560	d. c. kuncicky	RID_REF	2
158	1371	1610	d. carel	RID_REF	2
161	1374	1640	d. carter	RID_REF	1
168	1381	1710	d. chapman	RID_REF	6
213	1439	2170	d. d. cowan	RID_REF	1
267	1505	2710	d. draper	RID_REF	6
271	1513	2760	d. duchamp	RID_REF	1
365	1634	3730	d. e. goldberg	RID_REF	1
698	2081	7120	d. e. moriarty	RID_REF	5
873	2302	8950	d. e. rumelhart	RID_REF	1
922	2367	9440	d. e. setliff	RID_REF	1
295	1542	3020	d. etherington	RID_REF	3
312	1568	3190	d. fisher	RID_REF	1
316	1572	3230	d. foley	RID_REF	2
753	2144	7690	d. g ossard	RID_REF	1
912	2355	9340	d. g. schwartz	RID_REF	1
334	1594	3410	d. gabbay	RID_REF	4
357	1622	3650	d. gillies	RID_REF	4
7	1168	70	d. h. ackley	RID_REF	2
55	1238	560	d. h. ballard	RID_REF	3
423	1699	4310	d. hennessy	RID_REF	1
428	1705	4360	d. hernandez	RID_REF	2
432	1709	4400	d. hinkle	RID_REF	1
182	1398	1850	d. j. clancy	RID_REF	1
623	1970	6340	d. j. macintosh	RID_REF	2
510	1812	5200	d. keller	RID_REF	2
533	1838	5430	d. koller	RID_REF	1
1078	2576	11020	d. l. waltz	RID_REF	1
593	1918	6010	d. levin	RID_REF	1
605	1933	6130	d. lindberg	RID_REF	1
1149	2671	11740	d. m. zhang	RID_REF	1
638	1998	6500	d. mani	RID_REF	1
663	2030	6760	d. mcdermott	RID_REF	2
666	2033	6790	d. mcgrath	RID_REF	1
668	2036	6810	d. mckay	RID_REF	8
175	1390	1780	d. n. chin	RID_REF	1
744	2134	7600	d. ok	RID_REF	1
752	2143	7680	d. orvosh	RID_REF	1
259	1496	2630	d. p. dobkin	RID_REF	1
376	1646	3840	d. p. greenberg	RID_REF	1
690	2066	7040	d. p. mitchell	RID_REF	1
373	1643	3810	d. p. w. graham	RID_REF	1
767	2161	7830	d. patterson	RID_REF	1
781	2188	7980	d. perlis	RID_REF	3
788	2196	8050	d. perzanowski	RID_REF	2
801	2213	8180	d. poole	RID_REF	2
812	2229	8300	d. psaltis	RID_REF	1
405	1678	4130	d. r. hanson	RID_REF	2
824	2242	8440	d. ralph	RID_REF	3
869	2298	8910	d. roth	RID_REF	1
1095	2599	11200	d. s. weld	RID_REF	1
877	2307	8990	d. sabin	RID_REF	2
880	2310	9020	d. sahlin	RID_REF	1
927	2372	9490	d. shapiro	RID_REF	1
960	2424	9823	d. smith	RID_REF	1
979	2449	10010	d. steiger	RID_REF	1
1018	2496	10410	d. throop	RID_REF	1
1043	2532	10670	d. valentin	RID_REF	1
9	1172	90	d. w. aha	RID_REF	4
295	1543	3020	d. w. etherington	RID_REF	1
1078	2573	11020	d. waltz	RID_REF	21
1095	2596	11200	d. weld	RID_REF	22
1095	2598	11200	d. weld,	RID_REF	1
1101	2610	11260	d. whitley	RID_REF	8
1145	2666	11700	d. zabowski	RID_REF	1
1149	2670	11740	d. zhang	RID_REF	2
519	1821	5290	d.-w. kim	RID_REF	1
791	2201	8080	d.b philips	RID_REF	1
575	1898	5835	d.b. leake	RID_REF	1
961	2425	9825	d.c. smith	RID_REF	1
736	2124	7520	d.h. norrie	RID_REF	6
785	2192	8020	d.i. perrett	RID_REF	1
547	1862	5570	d.r. kuokka	RID_REF	1
1112	2625	11370	d.s. wills	RID_REF	1
1043	2531	10670	d.valentin	RID_REF	1
225	1459	2290	dambrosio	RID_REF	1
400	1672	4080	dan halperin	RID_REF	1
1095	2595	11200	dan weld	RID_REF	1
55	1237	560	dana h. ballard	RID_REF	2
425	1702	4330	dana s. henry	RID_REF	2
874	2303	8960	daniel m. russell	RID_REF	1
1095	2597	11200	daniel weld	RID_REF	8
533	1839	5430	daphne koller	RID_REF	1
168	1383	1710	david chapman	RID_REF	1
223	1456	2270	david culler	RID_REF	2
698	2082	7120	david e. moriarty	RID_REF	1
7	1169	70	david h. ackley	RID_REF	2
168	1382	1710	david j. chapman	RID_REF	1
549	1864	5590	david kurlander	RID_REF	1
652	2015	6650	david l. matuszek	RID_REF	1
801	2214	8180	david poole	RID_REF	2
960	2423	9823	david smith	RID_REF	2
477	1761	4850	david v. james	RID_REF	1
295	1544	3020	david w. etherington	RID_REF	1
1078	2574	11020	david waltz	RID_REF	2
788	2195	8050	dennis perzanowski	RID_REF	3
636	1993	6480	dennis w. manchak	RID_REF	1
112	1308	1130	didier bourigault	RID_REF	2
668	2035	6810	donald p. mckay	RID_REF	2
263	1500	2670	dorigo m.	RID_REF	1
623	1971	6340	douglas j. macintosh	RID_REF	1
249	1484	2530	e demonchaux	RID_REF	1
796	2206	8130	e plaza	RID_REF	1
35	1208	360	e. armengol	RID_REF	1
41	1218	420	e. auriol	RID_REF	2
53	1235	540	e. balas	RID_REF	2
131	1335	1330	e. briscoe	RID_REF	1
329	1589	3360	e. c. freuder	RID_REF	1
163	1376	1660	e. catmull	RID_REF	1
251	1486	2550	e. den os	RID_REF	1
305	1559	3120	e. felten	RID_REF	7
329	1588	3360	e. freuder	RID_REF	3
343	1605	3510	e. gelman	RID_REF	1
940	2390	9620	e. h. shortliffe	RID_REF	2
396	1668	4040	e. haber	RID_REF	1
414	1689	4220	e. harslem	RID_REF	1
456	1739	4640	e. hudlicka	RID_REF	1
449	1729	4570	e. j. horvitz	RID_REF	1
1119	2632	11440	e. j. wisniewski	RID_REF	1
491	1781	4990	e. jungert	RID_REF	1
540	1853	5500	e. krikhaar	RID_REF	1
725	2111	7410	e. l. newport	RID_REF	2
620	1967	6310	e. lusk	RID_REF	1
641	2001	6530	e. m. markman	RID_REF	1
683	2057	6960	e. milios	RID_REF	1
774	2175	7910	e. p. d. pednault	RID_REF	1
774	2177	7910	e. pednault	RID_REF	2
793	2203	8100	e. piccolo	RID_REF	1
796	2207	8130	e. plaza	RID_REF	5
878	2308	9000	e. sacks	RID_REF	1
940	2391	9620	e. shortliffe	RID_REF	1
947	2404	9700	e. simoudis	RID_REF	2
1030	2512	10540	e. tsang	RID_REF	1
1037	2520	10610	e. tyugu	RID_REF	1
1038	2521	10620	e. uchibe	RID_REF	6
183	1399	1860	e. v. clark	RID_REF	1
1059	2549	10830	e. vidal	RID_REF	1
624	1972	6350	e. w. mackie	RID_REF	1
1089	2589	11140	e. wefald	RID_REF	4
1148	2669	11730	e. zaoeanella	RID_REF	1
940	2392	9620	e.h. shortcliffe	RID_REF	1
774	2176	7910	e.p.d. pednault	RID_REF	1
305	1558	3120	edward felten	RID_REF	2
305	1557	3120	edward w. felten	RID_REF	3
774	2174	7910	edwin p.d. pednault	RID_REF	4
1038	2522	10620	eiji uchibe	RID_REF	3
644	2006	6570	elaine marsh	RID_REF	2
288	1533	2930	elliman d. g.	RID_REF	2
290	1537	2960	elmroth t.	RID_REF	1
796	2208	8130	enric plaza	RID_REF	1
449	1730	4570	eric j. horvitz	RID_REF	2
621	1968	6320	ernst lutz	RID_REF	1
179	1395	1820	eugene c. ciccarelli	RID_REF	1
329	1587	3360	eugene c. freuder	RID_REF	1
183	1400	1860	eve v. clark	RID_REF	1
46	1225	470	f. bacchus	RID_REF	3
294	1541	3010	f. espinoza	RID_REF	1
300	1551	3070	f. fallside	RID_REF	2
359	1626	3670	f. girosi	RID_REF	1
362	1630	3700	f. glover	RID_REF	3
548	1863	5580	f. kurfess	RID_REF	2
634	1991	6460	f. malabocchia	RID_REF	1
653	2016	6660	f. maurer	RID_REF	2
848	2275	8690	f. ricci	RID_REF	3
866	2295	8880	f. rossi	RID_REF	4
903	2345	9250	f. schneider	RID_REF	1
1105	2615	11300	f. wijnen	RID_REF	1
464	1747	4720	f.f. ingrand	RID_REF	1
46	1224	470	fahiem bacchus	RID_REF	2
44	1222	450	flavio s. azevedo	RID_REF	1
320	1577	3270	fotland d.	RID_REF	1
848	2274	8690	francesco ricci	RID_REF	3
501	1799	5110	fred karlsson	RID_REF	1
487	1774	4950	g jomier	RID_REF	1
942	2395	9650	g silverstein	RID_REF	2
1049	2538	10730	g van noord	RID_REF	1
139	1344	1410	g. b. buchanan	RID_REF	1
111	1307	1120	g. bouma	RID_REF	1
118	1318	1190	g. bradshaw	RID_REF	1
121	1323	1220	g. brajinik	RID_REF	1
121	1324	1220	g. brajnik	RID_REF	3
146	1354	1490	g. burel	RID_REF	2
164	1377	1670	g. celniker	RID_REF	1
209	1434	2130	g. cornuejols	RID_REF	1
212	1438	2160	g. cottrell	RID_REF	1
955	2416	9780	g. de v. smit	RID_REF	1
433	1710	4410	g. e. hinton	RID_REF	5
115	1311	1160	g. e. p. box	RID_REF	2
286	1531	2910	g. eisenhauer	RID_REF	1
289	1535	2940	g. elliot	RID_REF	2
289	1536	2940	g. elliott	RID_REF	1
308	1563	3150	g. fil	RID_REF	2
311	1567	3180	g. fischer	RID_REF	1
433	1712	4410	g. hinton	RID_REF	4
371	1641	3790	g. j. gordon	RID_REF	1
995	2465	10170	g. j. sussman	RID_REF	1
479	1763	4870	g. janssens	RID_REF	9
289	1534	2940	g. l. elliot	RID_REF	2
591	1916	5990	g. levi	RID_REF	6
607	1947	6150	g. linoff	RID_REF	4
511	1813	5210	g. m. kellermann	RID_REF	1
792	2202	8090	g. m. pianosi	RID_REF	1
244	1479	2480	g. m. t. deleuterio	RID_REF	1
669	2037	6820	g. medioni	RID_REF	1
679	2052	6920	g. micca	RID_REF	1
901	2343	9230	g. n. schmitt	RID_REF	1
751	2142	7670	g. oriolo	RID_REF	1
764	2156	7800	g. pask	RID_REF	1
786	2193	8030	g. perrot	RID_REF	1
842	2267	8630	g. reiss	RID_REF	1
853	2280	8750	g. rinaldi,	RID_REF	1
942	2394	9650	g. silverstein	RID_REF	1
964	2429	9850	g. smolka	RID_REF	1
1026	2507	10490	g. toussaint	RID_REF	1
1054	2543	10780	g. verfaillie	RID_REF	1
1071	2565	10950	g. wahba	RID_REF	1
1092	2592	11170	g. weiss	RID_REF	1
1103	2612	11280	g. wiederhold	RID_REF	1
1130	2650	11550	g. yang	RID_REF	1
595	1920	6030	g.-a. levow	RID_REF	1
390	1661	3980	g.; guida	RID_REF	1
565	1885	5750	g.a. lanzarone	RID_REF	1
228	1462	2320	g.b. dantzig	RID_REF	1
212	1437	2160	g.w. cottrell	RID_REF	2
458	1741	4660	g.w. humphreys	RID_REF	1
433	1711	4410	geoffrey e. hinton	RID_REF	1
126	1330	1280	gerhard brewka	RID_REF	1
1091	2591	11160	gerhard wei	RID_REF	1
964	2428	9850	gert smolka	RID_REF	1
359	1627	3670	girosi f.	RID_REF	1
881	2311	9030	gitta salomon	RID_REF	1
923	2368	9450	glenn shafer	RID_REF	1
607	1948	6150	gordon linoff	RID_REF	1
198	1420	2010	gregg collins	RID_REF	1
242	1477	2460	guillaume deffuant	RID_REF	1
391	1662	3990	gullapalli v.	RID_REF	1
493	1787	5030	gunnel kaellgren	RID_REF	1
968	2434	9890	gurindar s. sohi	RID_REF	1
143	1350	1460	h bunke	RID_REF	1
823	2241	8430	h ralambondrainy	RID_REF	1
602	1927	6100	h-y.s. li	RID_REF	1
897	2334	9190	h. a. scheraga	RID_REF	1
945	2401	9680	h. a. simon	RID_REF	1
4	1165	40	h. abdi	RID_REF	2
21	1188	210	h. alshawi	RID_REF	1
38	1212	390	h. asama	RID_REF	1
75	1266	760	h. benbrahim	RID_REF	2
79	1271	800	h. berenji	RID_REF	6
80	1273	810	h. berghuis	RID_REF	1
144	1351	1470	h. bunt	RID_REF	1
172	1387	1750	h. chen	RID_REF	1
178	1394	1810	h. chung	RID_REF	1
197	1419	2000	h. cohn	RID_REF	1
280	1522	2850	h. edelsbrunner	RID_REF	1
301	1552	3080	h. fan	RID_REF	1
302	1553	3090	h. fargier	RID_REF	1
709	2094	7250	h. h. nagel	RID_REF	1
446	1726	4540	h. hoppe	RID_REF	1
447	1727	4550	h. horacek	RID_REF	1
28	1199	280	h. j. antonisse	RID_REF	1
590	1915	5980	h. j. levesque	RID_REF	2
742	2132	7580	h. j. ohlbach	RID_REF	4
494	1788	5040	h. kaetsu	RID_REF	1
504	1803	5140	h. katsuno	RID_REF	1
505	1805	5150	h. kautz	RID_REF	2
536	1844	5460	h. korth	RID_REF	1
616	1963	6270	h. lthi	RID_REF	1
646	2008	6590	h. maruyama	RID_REF	7
700	2084	7160	h. motoda.	RID_REF	1
715	2100	7310	h. nawab	RID_REF	1
730	2117	7460	h. nicholas	RID_REF	1
79	1270	800	h. r. berenji	RID_REF	4
819	2237	8390	h. raiffa	RID_REF	1
872	2301	8940	h. rulot	RID_REF	1
921	2366	9430	h. senay	RID_REF	1
945	2402	9680	h. simon	RID_REF	1
946	2403	9690	h. simonis	RID_REF	1
966	2432	9870	h. sndergaard	RID_REF	2
966	2431	9870	h. sondergaard	RID_REF	1
1005	2478	10270	h. tanaka	RID_REF	3
977	2447	9990	h. van staveren	RID_REF	1
1139	2660	11640	h. yoshikawa	RID_REF	1
446	1725	4540	h.-c. hoppe	RID_REF	1
145	1353	1480	h.-j. burckert	RID_REF	1
389	1660	3970	h.-w. guesgen	RID_REF	3
420	1696	4280	h.-w. hein	RID_REF	1
505	1806	5150	h.a. kautz	RID_REF	1
934	2384	9560	h.c. shen	RID_REF	1
438	1717	4460	h.hoffmann	RID_REF	1
79	1272	800	h.r. berenji	RID_REF	2
372	1642	3800	hans peter graf	RID_REF	1
528	1832	5380	hans v. kliestretzow	RID_REF	1
145	1352	1480	hans-jurgen burckert	RID_REF	1
481	1765	4890	harri jappinen	RID_REF	1
435	1714	4430	haym hirsh	RID_REF	1
187	1407	1900	helen g. cobb	RID_REF	1
1002	2475	10240	helen tager-flusberg	RID_REF	1
505	1804	5150	henry a. kautz	RID_REF	2
870	2299	8920	henry a. rowley	RID_REF	1
505	1807	5150	henry kautz	RID_REF	1
601	1926	6090	henry lieberman	RID_REF	2
184	1401	1870	herbert h. clark	RID_REF	1
448	1728	4560	horswill i.	RID_REF	1
452	1734	4600	housos e.	RID_REF	1
1033	2516	10570	i. b. turksen	RID_REF	1
292	1539	2980	i. endo	RID_REF	1
349	1614	3570	i. gershkoff	RID_REF	1
499	1795	5090	i. kanter	RID_REF	2
345	1607	3530	i. p. gent	RID_REF	1
996	2466	10180	i. sutherland	RID_REF	1
827	2245	8470	i. v. ramakrishnan	RID_REF	1
1068	2562	10920	i. wachsmuth	RID_REF	4
1121	2635	11460	i.h. witten	RID_REF	2
462	1745	4700	ilg w.	RID_REF	1
28	1200	280	j antonisse	RID_REF	1
642	2002	6540	j marks	RID_REF	1
1045	2534	10690	j van baalen	RID_REF	1
839	2261	8590	j. - c. regin	RID_REF	1
568	1890	5780	j. - l lassez	RID_REF	1
463	1746	4710	j. - l. imbert	RID_REF	1
568	1889	5780	j. - l. lassez	RID_REF	4
763	2155	7790	j. - s. pang	RID_REF	3
