id:ID	val:string	label:LABEL	weight:int
359	30079	RID	5
360	30080	RID	2
361	30081	RID	1
362	30083	RID	15
363	30084	RID	5
364	30085	RID	1
365	30086	RID	1
366	30087	RID	4
367	30090	RID	22
368	30091	RID	1
369	30093	RID	6
370	30095	RID	8
371	30097	RID	22
372	30098	RID	2
373	30100	RID	9
374	30101	RID	1
375	30102	RID	1
376	30103	RID	1
377	30104	RID	2
378	30106	RID	2
379	30110	RID	32
380	30112	RID	3
381	30113	RID	1
382	30114	RID	1
383	30115	RID	2
384	30116	RID	5
385	30120	RID	2
386	30122	RID	9
387	30123	RID	2
388	30124	RID	6
389	30125	RID	22
390	30127	RID	5
391	30129	RID	18
392	30131	RID	5
393	30133	RID	3
394	30134	RID	3
395	30136	RID	15
396	30138	RID	5
397	30139	RID	4
398	30140	RID	1
399	30141	RID	1
400	30143	RID	10
401	30144	RID	1
402	30148	RID	37
403	30151	RID	3
404	30152	RID	1
405	30153	RID	1
406	30155	RID	4
407	30156	RID	1
408	30158	RID	4
409	30159	RID	1
410	30160	RID	8
411	30161	RID	1
412	30163	RID	10
413	30165	RID	3
414	30168	RID	18
415	30169	RID	2
416	30170	RID	7
417	30171	RID	4
418	30172	RID	3
419	30173	RID	1
420	30174	RID	1
421	30175	RID	2
422	30177	RID	25
423	30179	RID	8
424	30181	RID	17
425	30182	RID	1
426	30183	RID	19
427	30185	RID	43
428	30186	RID	6
429	30188	RID	2
430	30190	RID	29
431	30192	RID	4
432	30193	RID	2
433	30194	RID	1
434	30195	RID	2
435	30196	RID	1
436	30197	RID	1
437	30198	RID	4
438	30199	RID	1
439	30200	RID	37
440	30201	RID	6
441	30202	RID	1
442	30203	RID	4
443	30204	RID	1
444	30205	RID	4
445	30207	RID	31
446	30208	RID	1
447	30210	RID	3
448	30212	RID	6
449	30213	RID	1
450	30215	RID	6
451	30217	RID	5
452	30218	RID	1
453	30220	RID	2
454	30221	RID	5
455	30223	RID	8
456	30224	RID	2
457	30226	RID	22
458	30227	RID	2
459	30230	RID	9
460	30231	RID	2
461	30232	RID	1
462	30236	RID	48
463	30237	RID	1
464	30238	RID	3
465	30239	RID	6
466	30240	RID	1
467	30242	RID	47
468	42610	RID	10
469	30244	RID	6
470	30246	RID	54
471	30249	RID	13
472	42185	RID	4
473	30251	RID	1
474	30252	RID	2
475	30254	RID	2
476	30256	RID	2
477	30257	RID	1
478	30258	RID	42
479	30259	RID	1
480	30260	RID	4
481	30261	RID	1
482	30263	RID	6
483	30264	RID	1
484	30265	RID	1
485	30267	RID	2
486	30269	RID	2
487	30270	RID	2
488	30271	RID	1
489	30272	RID	1
490	30273	RID	6
491	30274	RID	34
492	30275	RID	11
493	30277	RID	2
494	30278	RID	1
495	30280	RID	13
496	30281	RID	1
497	30282	RID	1
498	30284	RID	10
499	30285	RID	2
500	30286	RID	1
501	30287	RID	4
502	30289	RID	3
503	30292	RID	28
504	30293	RID	1
505	30294	RID	1
506	30295	RID	1
507	30296	RID	1
508	30298	RID	5
509	30299	RID	1
510	30300	RID	1
511	30301	RID	1
512	30302	RID	1
513	30303	RID	1
514	30304	RID	5
515	30305	RID	1
516	30307	RID	60
517	30308	RID	1
518	30309	RID	1
519	30310	RID	2
520	30313	RID	17
521	30315	RID	16
522	30316	RID	1
523	30317	RID	3
524	30318	RID	1
525	30320	RID	5
526	30321	RID	1
527	30322	RID	1
528	30323	RID	28
529	30324	RID	3
530	30326	RID	4
531	30328	RID	29
532	30330	RID	4
533	30331	RID	1
534	30332	RID	3
535	30333	RID	1
536	30334	RID	14
537	30337	RID	6
538	30341	RID	32
539	30342	RID	8
540	30344	RID	1
541	30345	RID	1
542	30346	RID	4
543	30347	RID	1
544	30348	RID	1
545	30349	RID	7
546	30350	RID	1
547	30353	RID	17
548	30355	RID	9
549	30356	RID	3
550	30359	RID	36
551	30361	RID	5
552	30363	RID	6
553	30364	RID	2
554	30365	RID	1
555	30366	RID	1
556	30367	RID	1
557	30369	RID	27
558	30372	RID	11
559	30373	RID	1
560	30374	RID	1
561	30375	RID	1
562	30377	RID	3
563	30380	RID	5
564	30381	RID	1
565	30382	RID	1
566	30386	RID	12
567	30387	RID	1
568	30388	RID	2
569	30390	RID	24
570	30392	RID	22
571	30394	RID	4
572	30395	RID	1
573	30397	RID	2
574	30398	RID	1
575	30400	RID	6
576	30403	RID	3
577	30405	RID	6
578	30407	RID	65
579	30409	RID	4
580	30411	RID	16
581	30412	RID	3
582	30413	RID	3
583	30414	RID	1
584	30416	RID	6
585	30417	RID	5
586	30419	RID	12
587	30420	RID	1
588	30421	RID	2
589	30423	RID	1
590	30424	RID	2
591	30425	RID	3
592	30427	RID	3
593	30429	RID	3
594	30430	RID	5
595	30432	RID	7
596	30435	RID	5
597	30436	RID	2
598	30437	RID	1
599	30439	RID	42
600	30440	RID	7
601	30442	RID	4
602	30443	RID	12
603	30444	RID	9
604	30445	RID	1
605	30446	RID	1
606	30447	RID	16
607	30448	RID	1
608	30450	RID	11
609	30451	RID	3
610	30452	RID	2
611	30453	RID	4
612	30454	RID	2
613	30457	RID	19
614	30458	RID	1
615	30459	RID	1
616	30461	RID	2
617	30462	RID	6
618	30464	RID	4
619	30465	RID	2
620	30466	RID	2
621	30468	RID	2
622	30469	RID	1
623	30470	RID	1
624	30471	RID	1
625	30472	RID	1
626	30475	RID	6
627	30477	RID	6
628	30479	RID	1
629	30480	RID	2
630	30481	RID	1
631	30482	RID	1
632	30483	RID	1
633	30485	RID	28
634	30487	RID	1
635	30488	RID	1
636	30489	RID	2
637	30490	RID	1
638	30491	RID	2
639	30493	RID	6
640	30494	RID	5
641	30495	RID	1
642	30496	RID	3
643	30497	RID	3
644	30499	RID	2
645	30501	RID	31
646	30502	RID	4
647	30504	RID	31
648	30507	RID	76
649	30508	RID	1
650	30509	RID	1
651	30511	RID	14
652	30513	RID	35
653	30515	RID	10
654	30517	RID	67
655	30518	RID	1
656	30520	RID	14
657	30521	RID	1
658	30522	RID	13
659	30524	RID	28
660	30526	RID	3
661	30527	RID	1
662	30528	RID	1
663	30529	RID	3
664	30530	RID	1
665	30532	RID	4
666	30534	RID	21
667	30535	RID	1
668	30536	RID	4
669	30538	RID	5
670	30539	RID	1
671	30541	RID	7
672	30543	RID	25
673	30544	RID	1
674	30545	RID	7
675	30547	RID	3
676	30548	RID	2
677	30549	RID	4
678	30550	RID	3
679	30551	RID	2
680	30552	RID	1
681	30553	RID	8
682	30554	RID	1
683	30556	RID	4
684	30557	RID	1
685	30560	RID	3
686	30561	RID	1
687	30562	RID	1
688	30563	RID	6
689	30564	RID	1
690	30566	RID	7
691	30567	RID	4
692	30569	RID	2
693	30570	RID	2
694	30571	RID	1
695	30572	RID	1
696	30574	RID	32
697	30575	RID	1
698	30576	RID	1
699	30578	RID	7
700	30579	RID	1
701	30580	RID	2
702	30581	RID	2
703	30582	RID	2
704	30583	RID	1
705	30584	RID	1
706	30586	RID	1
707	30588	RID	2
708	30589	RID	8
709	30591	RID	8
710	30592	RID	8
711	30593	RID	2
712	30594	RID	3
713	30595	RID	8
714	30597	RID	38
715	30599	RID	8
716	30600	RID	1
717	30602	RID	5
718	30603	RID	2
719	30605	RID	34
720	30609	RID	2
721	30611	RID	26
722	30613	RID	15
723	30614	RID	1
724	30616	RID	2
725	30619	RID	2
726	30620	RID	1
727	30622	RID	4
728	30623	RID	4
729	30624	RID	1
730	30626	RID	22
731	30627	RID	1
732	30629	RID	1
733	30631	RID	4
734	30633	RID	3
735	30634	RID	1
736	30636	RID	2
737	30639	RID	9
738	30640	RID	1
739	30641	RID	1
740	30642	RID	3
741	30643	RID	1
742	30644	RID	29
743	30645	RID	2
744	30649	RID	4
745	30650	RID	1
746	30652	RID	2
747	30654	RID	2
748	30655	RID	14
749	30657	RID	1
750	30658	RID	4
751	30659	RID	2
752	30660	RID	2
753	30663	RID	5
754	30665	RID	7
755	30668	RID	9
756	30670	RID	22
757	30671	RID	1
758	30672	RID	1
759	30674	RID	2
760	30675	RID	1
761	30676	RID	1
762	30677	RID	1
763	30679	RID	16
764	30681	RID	46
765	34200	RID	29
766	34199	RID	6
767	30685	RID	2
768	30686	RID	2
769	30687	RID	7
770	30689	RID	1
771	30690	RID	3
772	30691	RID	1
773	30692	RID	2
774	30694	RID	55
775	30695	RID	1
776	30696	RID	5
777	30697	RID	2
778	30698	RID	1
779	30699	RID	2
780	30700	RID	1
781	30701	RID	1
782	30702	RID	7
783	30705	RID	2
784	30709	RID	11
785	30710	RID	1
786	30711	RID	1
787	30713	RID	5
788	30714	RID	1
789	30716	RID	12
790	30718	RID	3
791	30719	RID	6
792	30720	RID	1
793	30721	RID	2
794	30722	RID	1
795	30724	RID	2
796	30726	RID	8
797	30728	RID	7
798	30729	RID	6
799	30730	RID	22
800	30731	RID	15
801	30732	RID	2
802	30733	RID	1
803	30735	RID	10
804	30737	RID	3
805	30738	RID	41
806	30739	RID	2
807	30741	RID	11
808	30742	RID	2
809	30743	RID	2
810	30746	RID	7
811	30748	RID	2
812	30749	RID	1
813	30750	RID	14
814	30751	RID	1
815	30752	RID	1
816	30753	RID	1
817	30754	RID	33
818	30757	RID	2
819	30759	RID	8
820	30760	RID	1
821	30762	RID	4
822	30764	RID	8
823	30765	RID	2
824	30766	RID	1
825	30767	RID	5
826	30768	RID	1
827	30769	RID	1
828	30770	RID	1
829	30772	RID	6
830	30773	RID	4
831	30774	RID	2
832	30775	RID	4
833	30776	RID	4
834	30777	RID	1
835	30778	RID	1
836	30782	RID	3
837	30784	RID	4
838	30785	RID	3
839	30786	RID	1
840	30788	RID	22
841	30789	RID	7
842	30790	RID	3
843	30791	RID	1
844	30792	RID	1
845	30793	RID	1
846	30794	RID	1
847	30796	RID	10
848	30797	RID	4
849	30798	RID	3
850	30799	RID	1
851	30800	RID	3
852	30802	RID	11
853	30804	RID	14
854	30805	RID	1
855	30807	RID	2
856	30808	RID	1
857	30810	RID	6
858	30811	RID	19
859	30813	RID	21
860	30814	RID	1
861	30817	RID	16
862	30818	RID	1
863	30822	RID	8
864	30823	RID	4
865	30825	RID	1
866	30827	RID	4
867	30830	RID	6
868	30831	RID	1
869	30832	RID	1
870	30833	RID	1
871	30834	RID	14
872	30835	RID	1
873	30837	RID	4
874	30838	RID	4
875	30839	RID	1
876	30841	RID	8
877	30842	RID	3
878	30846	RID	18
879	30847	RID	1
880	30848	RID	1
881	30851	RID	27
882	30853	RID	2
883	30855	RID	5
884	30856	RID	2
885	30858	RID	9
886	30859	RID	1
887	30860	RID	1
888	30864	RID	23
889	30867	RID	30
890	30868	RID	3
891	30872	RID	34
892	30873	RID	41
893	30876	RID	10
894	30877	RID	7
895	30878	RID	1
896	30880	RID	10
897	30881	RID	1
898	30882	RID	2
899	30883	RID	1
900	30887	RID	33
901	30889	RID	3
902	30891	RID	11
903	30892	RID	7
904	30893	RID	3
905	30894	RID	4
906	30896	RID	2
907	30897	RID	2
908	30898	RID	2
909	30899	RID	3
910	30902	RID	25
911	30904	RID	2
912	30905	RID	1
913	30906	RID	1
914	30908	RID	4
915	30910	RID	37
916	30911	RID	1
917	30912	RID	1
918	30914	RID	11
919	30916	RID	5
920	30919	RID	2
921	30921	RID	9
922	30922	RID	1
923	30923	RID	4
924	30924	RID	3
925	30925	RID	17
926	30926	RID	1
927	30928	RID	16
928	30930	RID	4
929	30933	RID	15
930	30934	RID	1
931	30936	RID	7
932	30938	RID	2
933	30939	RID	2
934	30940	RID	3
935	30942	RID	1
936	30943	RID	12
937	30945	RID	13
938	30947	RID	3
939	30949	RID	7
940	30951	RID	7
941	30954	RID	9
942	30955	RID	1
943	30956	RID	1
944	30958	RID	2
945	30959	RID	4
946	30960	RID	2
947	30961	RID	1
948	30963	RID	10
949	30965	RID	7
950	30966	RID	1
951	30968	RID	4
952	30969	RID	2
953	30970	RID	5
954	30971	RID	17
955	30972	RID	1
956	30973	RID	1
957	30974	RID	1
958	30976	RID	22
959	30977	RID	1
960	30979	RID	39
961	30981	RID	5
962	30982	RID	1
963	30983	RID	1
964	30985	RID	12
965	30986	RID	1
966	30988	RID	1
967	30991	RID	7
968	30994	RID	57
969	30996	RID	17
970	30997	RID	4
971	30999	RID	24
972	31000	RID	1
973	31001	RID	2
974	31002	RID	5
975	31004	RID	3
976	31005	RID	1
977	31006	RID	15
978	31008	RID	2
979	31009	RID	2
980	31011	RID	10
981	31012	RID	1
982	31013	RID	10
983	31014	RID	2
984	31015	RID	1
985	31017	RID	8
986	31018	RID	8
987	31019	RID	3
988	31021	RID	7
989	31022	RID	6
990	31023	RID	29
991	31024	RID	4
992	31026	RID	4
993	31028	RID	14
994	31030	RID	10
995	31031	RID	1
996	31032	RID	1
997	31034	RID	4
998	31035	RID	6
999	31036	RID	2
1000	31037	RID	1
1001	31038	RID	1
1002	31039	RID	1
1003	31040	RID	2
1004	31044	RID	41
1005	31047	RID	10
1006	31050	RID	2
1007	31053	RID	2
1008	31054	RID	2
1009	31058	RID	17
1010	31059	RID	1
1011	31060	RID	4
1012	31064	RID	14
1013	31065	RID	5
1014	31068	RID	8
1015	31069	RID	1
1016	31070	RID	1
1017	31072	RID	30
1018	31074	RID	7
1019	31075	RID	2
1020	31076	RID	2
1021	31077	RID	1
1022	31078	RID	2
1023	31081	RID	28
1024	31082	RID	2
1025	31083	RID	3
1026	31084	RID	1
1027	31086	RID	8
1028	31088	RID	2
1029	31089	RID	1
1030	31090	RID	1
1031	31093	RID	7
1032	31094	RID	2
1033	31095	RID	1
1034	31096	RID	2
1035	31097	RID	1
1036	31098	RID	3
1037	31100	RID	22
1038	31106	RID	1
1039	31107	RID	1
1040	31108	RID	1
1041	31109	RID	2
1042	31112	RID	3
1043	31113	RID	1
1044	31114	RID	1
1045	31115	RID	11
1046	31117	RID	1
1047	31118	RID	7
1048	31119	RID	1
1049	31122	RID	10
1050	31123	RID	1
1051	31125	RID	2
1052	31127	RID	7
1053	31129	RID	7
1054	31131	RID	3
1055	31133	RID	5
1056	31135	RID	16
1057	31137	RID	5
1058	31138	RID	1
1059	31139	RID	2
1060	31141	RID	18
1061	31142	RID	6
1062	31143	RID	11
1063	31145	RID	7
1064	31146	RID	2
1065	31147	RID	2
1066	31149	RID	2
1067	31151	RID	4
1068	31153	RID	19
1069	31154	RID	6
1070	31155	RID	1
1071	31156	RID	6
1072	31158	RID	4
1073	31159	RID	1
1074	31160	RID	1
1075	31161	RID	6
1076	31162	RID	1
1077	31163	RID	1
1078	31164	RID	1
1079	31165	RID	1
1080	31168	RID	39
1081	31169	RID	4
1082	31172	RID	5
1083	31176	RID	10
1084	31178	RID	6
1085	31180	RID	5
1086	31182	RID	1
1087	31183	RID	1
1088	31184	RID	1
1089	31186	RID	4
1090	31188	RID	5
1091	31190	RID	7
1092	31191	RID	6
1093	31193	RID	3
1094	31194	RID	3
1095	31195	RID	5
1096	31197	RID	2
1097	31198	RID	1
1098	31199	RID	4
1099	31200	RID	1
1100	31201	RID	2
1101	31203	RID	4
1102	31204	RID	1
1103	31205	RID	5
1104	31206	RID	5
1105	31208	RID	11
1106	31210	RID	14
1107	31212	RID	12
1108	31213	RID	3
1109	31215	RID	22
1110	31217	RID	3
1111	31218	RID	1
1112	31219	RID	1
1113	31220	RID	4
1114	31221	RID	6
1115	31224	RID	2
1116	31225	RID	2
1117	31227	RID	7
1118	31229	RID	12
1119	31230	RID	2
1120	31232	RID	4
1121	31234	RID	2
1122	31235	RID	3
1123	31236	RID	4
1124	31237	RID	1
1125	31238	RID	2
1126	31240	RID	20
1127	31241	RID	2
1128	31242	RID	2
1129	31244	RID	8
1130	31245	RID	5
1131	31246	RID	1
1132	31247	RID	1
1133	31248	RID	1
1134	31249	RID	3
1135	31250	RID	4
1136	31252	RID	5
1137	31253	RID	1
1138	31255	RID	21
1139	31256	RID	1
1140	31257	RID	2
1141	31258	RID	4
1142	31260	RID	5
1143	31262	RID	51
1144	31265	RID	16
1145	31267	RID	2
1146	31269	RID	5
1147	31270	RID	2
1148	31271	RID	2
1149	31274	RID	13
1150	31275	RID	1
1151	31276	RID	9
1152	31277	RID	1
1153	31278	RID	2
1154	31279	RID	22
1155	31282	RID	1
1156	31283	RID	7
1157	31284	RID	2
1158	31286	RID	8
1159	31287	RID	2
1160	31288	RID	1
1161	31290	RID	6
1162	31292	RID	39
1163	31295	RID	11
1164	31296	RID	2
1165	31298	RID	3
1166	31301	RID	6
1167	31303	RID	21
1168	31304	RID	1
1169	31305	RID	2
1170	31306	RID	1
1171	31307	RID	1
1172	31308	RID	1
1173	31309	RID	1
1174	31310	RID	3
1175	31311	RID	3
1176	31313	RID	3
1177	31314	RID	1
1178	31316	RID	51
1179	31318	RID	4
1180	31320	RID	13
1181	31321	RID	4
1182	31322	RID	1
1183	31323	RID	2
1184	31324	RID	1
1185	31326	RID	13
1186	31327	RID	1
1187	31328	RID	1
1188	31329	RID	1
1189	31331	RID	31
1190	31333	RID	3
1191	31335	RID	28
1192	31337	RID	2
1193	31340	RID	41
1194	31341	RID	3
1195	31342	RID	5
1196	31344	RID	3
1197	31345	RID	5
1198	31347	RID	4
1199	31348	RID	1
1200	31349	RID	8
1201	31351	RID	12
1202	31352	RID	2
1203	31354	RID	3
1204	31355	RID	1
1205	31356	RID	1
1206	31357	RID	1
1207	31358	RID	12
1208	31359	RID	1
1209	31360	RID	2
1210	31361	RID	1
1211	31362	RID	1
1212	31363	RID	1
1213	31364	RID	1
1214	31365	RID	1
1215	31367	RID	9
1216	31369	RID	3
1217	31370	RID	1
1218	31372	RID	5
1219	31373	RID	6
1220	31374	RID	3
1221	31376	RID	5
1222	31377	RID	4
1223	31379	RID	4
1224	31380	RID	1
1225	31382	RID	31
1226	31383	RID	4
1227	31384	RID	1
1228	31385	RID	1
1229	31387	RID	2
1230	31388	RID	1
1231	31390	RID	17
1232	31391	RID	1
1233	31393	RID	3
1234	31395	RID	16
1235	31396	RID	22
1236	31397	RID	5
1237	31398	RID	1
1238	31399	RID	3
1239	31401	RID	1
1240	31402	RID	5
1241	31404	RID	1
1242	31405	RID	7
1243	31406	RID	1
1244	31407	RID	3
1245	31408	RID	3
1246	31410	RID	2
1247	31411	RID	1
1248	31414	RID	36
1249	31415	RID	1
1250	31416	RID	7
1251	31417	RID	1
1252	31418	RID	4
1253	31419	RID	1
1254	31420	RID	1
1255	31421	RID	4
1256	31422	RID	5
1257	31423	RID	2
1258	31424	RID	1
1259	31425	RID	4
1260	31427	RID	3
1261	31428	RID	1
1262	31429	RID	5
1263	31430	RID	5
1264	31431	RID	2
1265	31432	RID	2
1266	31433	RID	3
1267	31435	RID	12
1268	31437	RID	6
1269	31438	RID	2
1270	31440	RID	5
1271	31443	RID	10
1272	31444	RID	6
1273	31445	RID	13
1274	31447	RID	3
1275	31448	RID	1
1276	31450	RID	2
1277	31452	RID	3
1278	31454	RID	2
1279	31455	RID	2
1280	31456	RID	1
1281	31457	RID	6
1282	31459	RID	2
1283	31460	RID	2
1284	31463	RID	5
1285	31465	RID	2
1286	31466	RID	1
1287	31467	RID	1
1288	31468	RID	1
1289	31469	RID	6
1290	31470	RID	2
1291	31471	RID	1
1292	31472	RID	3
1293	31473	RID	1
1294	31474	RID	4
1295	31475	RID	2
1296	31476	RID	2
1297	31477	RID	2
1298	31478	RID	2
1299	31479	RID	4
1300	31480	RID	2
1301	31481	RID	6
1302	31482	RID	15
1303	31484	RID	5
1304	31486	RID	7
1305	31487	RID	1
1306	31488	RID	25
1307	31489	RID	8
1308	31490	RID	3
1309	31491	RID	4
1310	31492	RID	1
1311	31493	RID	1
1312	31494	RID	1
1313	31495	RID	1
1314	31496	RID	1
1315	31497	RID	2
1316	31498	RID	3
1317	31499	RID	2
1318	31500	RID	1
1319	31501	RID	1
1320	31502	RID	1
1321	31503	RID	2
1322	31506	RID	13
1323	31507	RID	1
1324	31508	RID	2
1325	31510	RID	2
1326	31511	RID	1
1327	31513	RID	10
1328	31515	RID	6
1329	31517	RID	40
1330	31519	RID	2
1331	31520	RID	1
1332	42622	RID	20
1333	31523	RID	4
1334	31524	RID	2
1335	31525	RID	4
1336	31526	RID	12
1337	31527	RID	9
1338	31529	RID	3
1339	31530	RID	4
1340	31531	RID	2
1341	31532	RID	1
1342	31534	RID	7
1343	31535	RID	1
1344	31536	RID	2
1345	31538	RID	6
1346	31540	RID	22
1347	31541	RID	2
1348	31542	RID	4
1349	31543	RID	10
1350	31544	RID	1
1351	31545	RID	3
1352	31546	RID	1
1353	31547	RID	4
1354	31548	RID	1
1355	31549	RID	1
1356	31550	RID	5
1357	31551	RID	1
1358	31552	RID	1
1359	31553	RID	9
